Player,Team,Match Up,Game Date,win_loss,MIN,OffRtg,DefRtg,NetRtg,AST%,AST_TOV,AST_Ratio,OREB%,DREB%,REB%,TOV_Ratio,eFG%,TS%,USG%,PACE,PACE_40,PIE,season_type
Dana Evans,LVA,LVA @ ATL,8/27/2025,W,19,121.1,95,26.1,0.235,0,0.500,0.000,0.000,0.000,0.000,0.250,0.250,0.103,101.4,84.5,3.6,2
Dana Evans,LVA,LVA @ CHI,8/25/2025,W,18,78.4,80.6,-2.2,0.143,1,0.100,0.000,0.125,0.054,0.100,0.438,0.474,0.225,99.1,82.6,11.3,2
Dana Evans,LVA,LVA @ WAS,8/23/2025,W,24,142.6,83.3,59.2,0.167,0,0.214,0.000,0.103,0.070,0.000,0.955,0.955,0.224,96.6,80.5,22.6,2
Dana Evans,LVA,LVA vs. PHX,8/21/2025,W,19,123.1,70.3,52.8,0.000,0,0.000,0.000,0.050,0.028,0.000,0.833,0.860,0.238,93.9,78.3,24.4,2
Dana Evans,LVA,LVA vs. ATL,8/19/2025,W,11,85.7,136.4,-50.6,0.000,0,0.000,0.000,0.000,0.000,0.200,0.375,0.375,0.208,91.9,76.6,-4.9,2
Dana Evans,LVA,LVA vs. DAL,8/17/2025,W,16,116.7,105.7,11,0.273,3,0.300,0.000,0.067,0.031,0.100,0.500,0.500,0.184,108.0,90.0,2.5,2
Dana Evans,LVA,LVA @ PHX,8/15/2025,W,11,72.7,117.4,-44.7,0.250,0.5,0.200,0.000,0.000,0.000,0.400,0.000,0.000,0.167,94.6,78.8,-15.2,2
Dana Evans,LVA,LVA vs. NYL,8/13/2025,W,15,100,75,25,0.000,0,0.000,0.000,0.000,0.000,0.000,0.667,0.667,0.188,86.4,72.0,12.3,2
Dana Evans,LVA,LVA vs. CON,8/10/2025,W,21,123.8,137.8,-14,0.188,3,0.333,0.067,0.077,0.071,0.111,1.000,1.000,0.122,98.6,82.2,9.8,2
Dana Evans,LVA,LVA vs. SEA,8/8/2025,W,13,76,140,-64,0.429,0,0.333,0.000,0.000,0.000,0.000,0.167,0.167,0.194,91.8,76.5,0,2
Dana Evans,LVA,LVA @ GSV,8/6/2025,W,12,52.2,91.7,-39.5,0.250,0.5,0.111,0.000,0.000,0.000,0.222,0.200,0.340,0.286,92.1,76.7,-18.8,2
Dana Evans,LVA,LVA vs. GSV,8/3/2025,W,18,154.3,107.7,46.6,0.286,0,0.400,0.000,0.038,0.024,0.000,0.583,0.543,0.143,97.3,81.1,8.6,2
Dana Evans,LVA,LVA vs. MIN,8/2/2025,L,22,59.1,134.1,-75,0.400,2,0.286,0.000,0.045,0.020,0.143,0.000,0.063,0.204,95.1,79.3,-6.5,2
Dana Evans,LVA,LVA @ LAS,7/29/2025,W,19,85.4,100,-14.6,0.100,0,0.167,0.000,0.045,0.026,0.000,0.875,0.940,0.122,104.2,86.8,20.2,2
Dana Evans,LVA,LVA @ DAL,7/27/2025,W,18,113.2,100,13.2,0.250,0,0.300,0.000,0.115,0.065,0.000,0.333,0.363,0.159,100.9,84.1,5.5,2
Dana Evans,LVA,LVA @ MIN,7/25/2025,L,25,92.2,137.3,-45.1,0.385,1.67,0.250,0.036,0.125,0.077,0.150,0.300,0.340,0.268,99.5,82.9,1.6,2
Dana Evans,LVA,LVA @ IND,7/24/2025,L,15,76.7,66.7,10,0.125,0,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.135,97.6,81.4,-31.3,2
Dana Evans,LVA,LVA vs. ATL,7/22/2025,W,23,83.7,79.2,4.5,0.286,0,0.154,0.000,0.077,0.040,0.000,0.611,0.651,0.212,102.1,85.1,23.5,2
Dana Evans,LVA,LVA @ DAL,7/16/2025,W,18,121.6,76.3,45.3,0.214,0,0.273,0.000,0.091,0.050,0.000,0.375,0.375,0.195,100.1,83.4,10.4,2
Dana Evans,LVA,LVA vs. GSV,7/12/2025,W,19,122.5,121.1,1.4,0.143,0,0.250,0.000,0.067,0.038,0.000,0.600,0.680,0.140,97.6,81.3,8.9,2
Dana Evans,LVA,LVA @ WAS,7/10/2025,L,22,107,72.7,34.2,0.143,1,0.167,0.000,0.000,0.000,0.167,0.571,0.628,0.192,95.3,79.4,16.4,2
Dana Evans,LVA,LVA @ NYL,7/8/2025,L,14,88.9,110.7,-21.8,0.333,0.5,0.071,0.091,0.077,0.083,0.143,0.667,0.743,0.448,92.7,77.3,29.9,2
Dana Evans,LVA,LVA @ CON,7/6/2025,W,23,84.4,86.7,-2.2,0.375,1.5,0.176,0.000,0.182,0.095,0.118,0.750,0.738,0.275,95.0,79.1,30.4,2
Dana Evans,LVA,LVA @ IND,7/3/2025,L,22,72.5,100,-27.5,0.429,3,0.214,0.000,0.067,0.023,0.071,0.150,0.150,0.216,89.2,74.3,-12.5,2
Dana Evans,LVA,LVA @ PHX,6/29/2025,W,11,76.2,104.8,-28.6,0.200,0,0.250,0.000,0.091,0.050,0.000,0.000,0.000,0.136,92.8,77.3,-11.3,2
Dana Evans,LVA,LVA vs. WAS,6/26/2025,L,19,107.5,105.3,2.2,0.333,0,0.364,0.000,0.100,0.053,0.000,0.833,0.872,0.171,99.4,82.8,19.2,2
Dana Evans,LVA,LVA vs. CON,6/25/2025,W,17,90.6,67.6,23,0.111,0.5,0.111,0.000,0.000,0.000,0.222,0.167,0.233,0.229,95.3,79.4,-9.4,2
Dana Evans,LVA,LVA vs. IND,6/22/2025,W,18,97.2,91.9,5.3,0.083,1,0.200,0.000,0.059,0.029,0.200,0.500,0.500,0.103,98.7,82.3,4.7,2
Dana Evans,LVA,LVA vs. SEA,6/20/2025,L,15,72.4,75.9,-3.4,0.000,0,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.091,94.1,78.4,-5.8,2
Dana Evans,LVA,LVA @ MIN,6/17/2025,L,15,71.4,85.7,-14.3,0.286,1,0.222,0.000,0.050,0.031,0.222,0.300,0.300,0.233,92.9,77.4,0,2
Dana Evans,LVA,LVA vs. PHX,6/15/2025,L,11,91.3,113.6,-22.3,0.000,0,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.214,97.2,81.0,6.8,2
Dana Evans,LVA,LVA vs. DAL,6/13/2025,W,14,109.7,86.2,23.5,0.222,1,0.182,0.000,0.000,0.000,0.182,0.333,0.436,0.265,101.9,84.9,1.9,2
Dana Evans,LVA,LVA vs. LAS,6/11/2025,L,9,50,164.7,-114.7,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,96.2,80.2,-12.7,2
Dana Evans,LVA,LVA @ GSV,6/7/2025,L,18,68.4,105.7,-37.3,0.000,0,0.000,0.050,0.000,0.026,0.000,0.357,0.400,0.225,99.4,82.8,1,2
Dana Evans,LVA,LVA @ SEA,6/1/2025,W,21,114.6,80,34.6,0.231,0,0.250,0.000,0.000,0.000,0.000,0.444,0.477,0.200,94.1,78.5,9.5,2
Dana Evans,LVA,LVA vs. LAS,5/30/2025,W,15,89.7,154.8,-65.2,0.250,2,0.222,0.000,0.000,0.000,0.111,0.300,0.425,0.233,98.3,81.9,4.7,2
Dana Evans,LVA,LVA @ SEA,5/25/2025,L,19,107.7,126.3,-18.6,0.182,1,0.167,0.000,0.000,0.000,0.167,0.375,0.375,0.233,97.1,80.9,0,2
Dana Evans,LVA,LVA vs. WAS,5/23/2025,W,20,104.9,92.5,12.4,0.182,2,0.222,0.042,0.053,0.047,0.111,0.417,0.417,0.143,95.8,79.8,4.5,2
Dana Evans,LVA,LVA @ CON,5/20/2025,W,23,84.4,85.1,-0.7,0.333,0,0.273,0.000,0.000,0.000,0.000,0.286,0.317,0.151,96.8,80.6,-4,2
Dana Evans,LVA,LVA @ NYL,5/17/2025,L,19,105.3,118.9,-13.7,0.333,0,0.300,0.031,0.000,0.021,0.000,0.714,0.672,0.137,94.7,78.9,11,2
Elizabeth Kitley,LVA,LVA vs. WAS,6/26/2025,L,6,125,154.5,-29.5,0.000,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.1,83.4,-2,2
Elizabeth Kitley,LVA,LVA vs. CON,6/25/2025,W,6,61.5,86.7,-25.1,0.000,0,0.000,0.000,0.143,0.071,0.000,0.000,0.000,0.133,107.0,89.1,-13.3,2
Elizabeth Kitley,LVA,LVA @ MIN,6/17/2025,L,3,40,180,-140,0.000,0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.200,82.8,69.0,-120,2
Elizabeth Kitley,LVA,LVA vs. PHX,6/15/2025,L,11,71.4,86.4,-14.9,0.000,0,0.000,0.000,0.133,0.080,0.500,0.000,0.000,0.160,92.3,76.9,-13.2,2
Elizabeth Kitley,LVA,LVA vs. DAL,6/13/2025,W,18,91.9,127,-35.1,0.091,0,0.200,0.067,0.200,0.133,0.000,0.250,0.250,0.100,99.7,83.1,2.9,2
Elizabeth Kitley,LVA,LVA vs. LAS,6/11/2025,L,2,60,150,-90,0.000,0,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.400,108.0,90.0,-33.3,2
Elizabeth Kitley,LVA,LVA @ GSV,6/7/2025,L,8,68.8,106.3,-37.5,0.000,0,0.000,0.000,0.125,0.056,0.000,0.000,0.000,0.000,95.4,79.5,3.9,2
Elizabeth Kitley,LVA,LVA @ SEA,6/1/2025,W,6,125,116.7,8.3,0.000,0,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.154,102.6,85.5,-31.6,2
Elizabeth Kitley,LVA,LVA vs. LAS,5/30/2025,W,11,82.6,150,-67.4,0.000,0,0.000,0.000,0.125,0.067,0.333,0.000,0.000,0.125,101.7,84.8,-9.9,2
Elizabeth Kitley,LVA,LVA @ SEA,5/25/2025,L,16,125,100,25,0.000,0,0.000,0.176,0.133,0.156,0.000,0.625,0.619,0.243,95.8,79.8,16.2,2
Elizabeth Kitley,LVA,LVA @ CON,5/20/2025,W,11,66.7,85.7,-19,0.000,0,0.000,0.000,0.300,0.143,0.000,0.000,0.000,0.136,94.3,78.6,-2.1,2
Elizabeth Kitley,LVA,LVA @ NYL,5/17/2025,L,1,100,133.3,-33.3,0.000,0,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.333,97.3,81.1,25,2
Jackie Young,LVA,LVA @ LAS,9/11/2025,W,31,127.9,79.1,48.8,0.444,4,0.462,0.000,0.143,0.077,0.115,0.773,0.773,0.187,104.5,87.1,16.8,2
Jackie Young,LVA,LVA vs. CHI,9/9/2025,W,27,124.5,85.7,38.8,0.438,7,0.438,0.000,0.103,0.061,0.063,1.000,0.952,0.173,88.0,73.4,23.2,2
Jackie Young,LVA,LVA vs. CHI,9/7/2025,W,31,116.4,85,31.4,0.450,9,0.375,0.037,0.118,0.082,0.042,0.679,0.693,0.227,93.6,78.0,23.5,2
Jackie Young,LVA,LVA vs. MIN,9/4/2025,W,33,128.1,115.6,12.5,0.200,5,0.278,0.000,0.080,0.040,0.056,0.833,0.833,0.183,94.5,78.8,13,2
Jackie Young,LVA,LVA @ ATL,8/27/2025,W,35,107.8,97,10.8,0.455,10,0.476,0.063,0.214,0.149,0.048,0.500,0.500,0.159,90.2,75.1,16.6,2
Jackie Young,LVA,LVA @ CHI,8/25/2025,W,35,100,97.1,2.9,0.412,3.5,0.318,0.031,0.061,0.046,0.091,0.846,0.818,0.208,96.0,80.0,26.9,2
Jackie Young,LVA,LVA @ WAS,8/23/2025,W,31,113.6,101.6,11.9,0.381,4,0.400,0.000,0.200,0.105,0.100,0.389,0.484,0.194,95.2,79.3,12.2,2
Jackie Young,LVA,LVA vs. PHX,8/21/2025,W,27,100,81.1,18.9,0.333,2.5,0.227,0.033,0.111,0.076,0.091,0.400,0.400,0.288,94.2,78.5,12.5,2
Jackie Young,LVA,LVA vs. ATL,8/19/2025,W,36,106.2,89.1,17.1,0.100,2,0.111,0.094,0.103,0.099,0.056,0.536,0.538,0.213,86.2,71.8,15.2,2
Jackie Young,LVA,LVA vs. DAL,8/17/2025,W,29,129.3,108.5,20.8,0.227,1.25,0.278,0.043,0.069,0.058,0.222,0.444,0.444,0.213,96.2,80.2,1.8,2
Jackie Young,LVA,LVA @ PHX,8/15/2025,W,33,117.5,103.2,14.3,0.250,5,0.263,0.065,0.147,0.108,0.053,0.615,0.632,0.187,91.5,76.3,14.4,2
Jackie Young,LVA,LVA vs. NYL,8/13/2025,W,34,109,101.5,7.4,0.222,0.8,0.167,0.091,0.138,0.113,0.208,0.423,0.493,0.247,92.8,77.3,7.1,2
Jackie Young,LVA,LVA vs. CON,8/10/2025,W,32,112.5,92.3,20.2,0.333,6,0.286,0.032,0.094,0.063,0.048,0.714,0.727,0.195,96.3,80.2,20.8,2
Jackie Young,LVA,LVA vs. SEA,8/8/2025,W,33,119.7,103.1,16.6,0.278,5,0.208,0.032,0.125,0.079,0.042,0.667,0.719,0.247,95.3,79.4,20.1,2
Jackie Young,LVA,LVA @ GSV,8/6/2025,W,37,104.1,88.7,15.4,0.190,1,0.174,0.000,0.054,0.029,0.174,0.423,0.474,0.224,94.2,78.5,10.1,2
Jackie Young,LVA,LVA vs. GSV,8/3/2025,W,30,131.7,91.5,40.1,0.400,4,0.348,0.100,0.057,0.077,0.087,0.708,0.751,0.203,95.3,79.4,20.5,2
Jackie Young,LVA,LVA vs. MIN,8/2/2025,L,19,79.5,142.5,-63,0.300,1.5,0.250,0.000,0.077,0.028,0.167,0.429,0.429,0.205,100.1,83.5,2.4,2
Jackie Young,LVA,LVA @ LAS,7/29/2025,W,34,121.7,83.6,38.2,0.423,5.5,0.367,0.063,0.250,0.162,0.067,0.529,0.529,0.232,97.0,80.8,23.1,2
Jackie Young,LVA,LVA @ DAL,7/27/2025,W,32,135.5,111.1,24.4,0.381,2.67,0.348,0.063,0.024,0.041,0.130,0.955,0.974,0.205,95.4,79.5,20.9,2
Jackie Young,LVA,LVA @ MIN,7/25/2025,L,27,105.9,142.3,-36.4,0.333,0,0.313,0.000,0.115,0.054,0.000,0.556,0.651,0.186,92.1,76.7,14.3,2
Jackie Young,LVA,LVA @ IND,7/24/2025,L,32,101.6,101.5,0,0.176,3,0.158,0.034,0.067,0.051,0.053,0.607,0.638,0.225,98.2,81.9,14.9,2
Jackie Young,LVA,LVA vs. ATL,7/22/2025,W,24,116,80.4,35.6,0.389,7,0.333,0.045,0.125,0.087,0.048,0.300,0.518,0.250,101.5,84.6,20.3,2
Jackie Young,LVA,LVA @ DAL,7/16/2025,W,25,105.9,86.5,19.3,0.286,1.5,0.462,0.000,0.056,0.033,0.308,0.333,0.333,0.117,98.9,82.4,7,2
Jackie Young,LVA,LVA vs. GSV,7/12/2025,W,31,140,124.6,15.4,0.333,2,0.214,0.038,0.065,0.053,0.107,0.679,0.796,0.319,93.9,78.3,21.5,2
Jackie Young,LVA,LVA @ WAS,7/10/2025,L,30,78.7,85.2,-6.6,0.188,0,0.167,0.083,0.143,0.109,0.000,0.333,0.333,0.221,96.4,80.4,7.3,2
Jackie Young,LVA,LVA @ NYL,7/8/2025,L,33,96.9,104.6,-7.7,0.200,0.6,0.111,0.000,0.179,0.100,0.185,0.400,0.501,0.333,95.7,79.8,8.6,2
Jackie Young,LVA,LVA @ CON,7/6/2025,W,21,136.6,90.2,46.3,0.353,6,0.333,0.000,0.150,0.083,0.056,0.550,0.618,0.261,92.9,77.4,18,2
Jackie Young,LVA,LVA @ IND,7/3/2025,L,25,74,112,-38,0.125,0.5,0.077,0.000,0.038,0.019,0.154,0.278,0.304,0.207,95.6,79.6,-7.1,2
Jackie Young,LVA,LVA @ PHX,6/29/2025,W,35,102.8,102.8,0,0.333,1.5,0.300,0.032,0.048,0.041,0.200,0.625,0.735,0.182,98.3,81.9,11.5,2
Jackie Young,LVA,LVA vs. WAS,6/26/2025,L,28,98.3,119.3,-21,0.294,5,0.278,0.045,0.094,0.074,0.056,0.542,0.542,0.210,97.2,81.0,11.2,2
Jackie Young,LVA,LVA vs. CON,6/25/2025,W,26,117,71.2,45.8,0.067,1,0.067,0.115,0.172,0.145,0.067,0.708,0.751,0.226,98.8,82.4,25.2,2
Jackie Young,LVA,LVA vs. IND,6/22/2025,W,27,108.8,100,8.8,0.412,2.33,0.250,0.133,0.136,0.135,0.107,0.400,0.525,0.309,102.2,85.1,17.8,2
Jackie Young,LVA,LVA vs. SEA,6/20/2025,L,32,103.2,113.8,-10.7,0.357,1.67,0.227,0.074,0.067,0.070,0.136,0.769,0.793,0.250,97.7,81.4,14.1,2
Jackie Young,LVA,LVA @ MIN,6/17/2025,L,31,90,93.3,-3.3,0.375,1.5,0.261,0.031,0.057,0.045,0.174,0.269,0.324,0.239,92.1,76.7,-2.1,2
Jackie Young,LVA,LVA vs. PHX,6/15/2025,L,33,86.9,95,-8.1,0.385,2.5,0.227,0.059,0.025,0.041,0.091,0.357,0.463,0.227,89.5,74.6,9.8,2
Jackie Young,LVA,LVA vs. DAL,6/13/2025,W,33,105.9,91.2,14.7,0.250,0.5,0.100,0.086,0.065,0.076,0.200,0.531,0.672,0.342,98.5,82.1,20,2
Jackie Young,LVA,LVA vs. LAS,6/11/2025,L,37,113,105.1,7.9,0.267,4,0.125,0.070,0.185,0.114,0.031,0.542,0.608,0.322,99.9,83.3,24.5,2
Jackie Young,LVA,LVA @ GSV,6/7/2025,L,27,76.8,112.5,-35.7,0.214,1.5,0.214,0.000,0.130,0.059,0.143,0.125,0.225,0.177,99.6,83.0,0.6,2
Jackie Young,LVA,LVA @ SEA,6/1/2025,W,32,85.7,95.2,-9.5,0.059,0.5,0.077,0.000,0.129,0.063,0.154,0.500,0.558,0.169,94.4,78.7,9.5,2
Jackie Young,LVA,LVA vs. LAS,5/30/2025,W,36,118.4,90.9,27.5,0.150,1.5,0.107,0.000,0.028,0.014,0.071,0.568,0.568,0.298,100.8,84.0,10,2
Jackie Young,LVA,LVA @ SEA,5/25/2025,L,26,90.9,131.5,-40.6,0.231,0.75,0.176,0.000,0.125,0.047,0.235,0.700,0.700,0.230,99.5,82.9,11.1,2
Jackie Young,LVA,LVA vs. WAS,5/23/2025,W,33,95.2,83.9,11.4,0.231,3,0.130,0.029,0.138,0.078,0.043,0.533,0.644,0.286,92.1,76.8,26.4,2
Jackie Young,LVA,LVA @ CON,5/20/2025,W,24,126.5,62.5,64,0.143,0.67,0.125,0.000,0.107,0.055,0.188,0.667,0.714,0.233,97.5,81.3,16.9,2
Jackie Young,LVA,LVA @ NYL,5/17/2025,L,33,98.5,117.9,-19.4,0.263,1.67,0.185,0.048,0.088,0.066,0.111,0.368,0.394,0.282,98.7,82.2,4.5,2
Jewell Loyd,LVA,LVA @ LAS,9/11/2025,W,27,123.2,82.1,41.1,0.000,0,0.000,0.000,0.100,0.050,0.000,0.618,0.618,0.258,99.1,82.6,11.2,2
Jewell Loyd,LVA,LVA vs. CHI,9/9/2025,W,30,131.6,85.5,46.1,0.043,0,0.100,0.053,0.071,0.064,0.000,0.833,0.833,0.150,89.6,74.6,13.7,2
Jewell Loyd,LVA,LVA vs. CHI,9/7/2025,W,28,107.5,92.5,15.1,0.000,0,0.000,0.000,0.000,0.000,0.111,0.375,0.355,0.150,90.9,75.8,0.5,2
Jewell Loyd,LVA,LVA vs. MIN,9/4/2025,W,25,112,84.6,27.4,0.158,1.5,0.300,0.095,0.120,0.109,0.200,0.600,0.600,0.125,99.2,82.7,9.4,2
Jewell Loyd,LVA,LVA @ ATL,8/27/2025,W,33,109.5,98.4,11.1,0.136,1.5,0.200,0.034,0.028,0.031,0.133,0.667,0.709,0.179,93.7,78.1,8.9,2
Jewell Loyd,LVA,LVA @ CHI,8/25/2025,W,29,103.3,83.3,20,0.043,0,0.143,0.033,0.034,0.034,0.000,0.000,0.170,0.095,99.6,83.0,2.4,2
Jewell Loyd,LVA,LVA @ WAS,8/23/2025,W,27,113,87,25.9,0.158,3,0.231,0.000,0.063,0.036,0.077,0.444,0.444,0.172,96.1,80.1,7.3,2
Jewell Loyd,LVA,LVA vs. PHX,8/21/2025,W,26,112,72.5,39.5,0.143,0,0.273,0.038,0.065,0.053,0.000,0.313,0.313,0.140,92.1,76.7,6.4,2
Jewell Loyd,LVA,LVA vs. ATL,8/19/2025,W,30,101.9,103.7,-1.8,0.118,2,0.200,0.000,0.037,0.019,0.100,0.500,0.500,0.131,87.2,72.7,3.6,2
Jewell Loyd,LVA,LVA vs. DAL,8/17/2025,W,25,122.2,103.7,18.5,0.188,3,0.200,0.000,0.037,0.019,0.067,0.545,0.545,0.207,103.5,86.2,6.1,2
Jewell Loyd,LVA,LVA @ PHX,8/15/2025,W,29,117.9,117.9,0,0.105,1,0.154,0.038,0.000,0.019,0.154,0.556,0.556,0.172,92.6,77.2,4.2,2
Jewell Loyd,LVA,LVA vs. NYL,8/13/2025,W,26,113.7,112,1.7,0.111,1,0.063,0.000,0.083,0.040,0.063,0.792,0.763,0.238,92.3,76.9,14.5,2
Jewell Loyd,LVA,LVA vs. CON,8/10/2025,W,29,116.9,125.9,-8.9,0.091,2,0.133,0.000,0.095,0.041,0.067,0.350,0.492,0.178,95.7,79.8,7.9,2
Jewell Loyd,LVA,LVA vs. SEA,8/8/2025,W,26,112.7,111.1,1.6,0.125,2,0.154,0.034,0.091,0.059,0.077,0.450,0.479,0.169,101.1,84.3,8,2
Jewell Loyd,LVA,LVA @ GSV,8/6/2025,W,31,101.6,90.2,11.5,0.125,2,0.143,0.069,0.033,0.051,0.071,0.650,0.643,0.164,93.7,78.1,13.8,2
Jewell Loyd,LVA,LVA vs. GSV,8/3/2025,W,26,171.4,96,75.4,0.048,0.5,0.059,0.045,0.065,0.057,0.118,0.885,0.915,0.258,92.0,76.7,17.8,2
Jewell Loyd,LVA,LVA vs. MIN,8/2/2025,L,19,65,152.5,-87.5,0.400,0.67,0.125,0.000,0.067,0.027,0.188,0.550,0.551,0.333,103.2,86.0,7.6,2
Jewell Loyd,LVA,LVA @ LAS,7/29/2025,W,24,118,98.1,19.9,0.000,0,0.000,0.043,0.000,0.021,0.100,0.444,0.444,0.175,101.8,84.8,1.6,2
Jewell Loyd,LVA,LVA @ DAL,7/27/2025,W,19,116.7,102.5,14.2,0.200,2,0.125,0.000,0.040,0.022,0.063,0.727,0.784,0.292,101.4,84.5,25,2
Jewell Loyd,LVA,LVA @ MIN,7/25/2025,L,21,77.3,118.2,-40.9,0.091,0,0.091,0.107,0.000,0.063,0.000,0.000,0.000,0.200,101.1,84.3,-19.2,2
Jewell Loyd,LVA,LVA @ IND,7/24/2025,L,27,78.9,114.3,-35.3,0.000,0,0.000,0.036,0.034,0.035,0.111,0.500,0.508,0.145,101.8,84.9,2.6,2
Jewell Loyd,LVA,LVA vs. ATL,7/22/2025,W,29,111.1,75.4,35.7,0.000,0,0.000,0.033,0.063,0.048,0.083,0.318,0.318,0.174,105.8,88.1,2.6,2
Jewell Loyd,LVA,LVA @ DAL,7/16/2025,W,30,92.5,100,-7.5,0.111,1,0.118,0.079,0.132,0.105,0.118,0.500,0.549,0.195,107.8,89.8,8.9,2
Jewell Loyd,LVA,LVA vs. GSV,7/12/2025,W,31,130,138.7,-8.7,0.048,1,0.067,0.045,0.038,0.042,0.067,0.500,0.588,0.206,93.1,77.6,3.3,2
Jewell Loyd,LVA,LVA @ WAS,7/10/2025,L,33,80.6,91.2,-10.6,0.071,0.5,0.053,0.059,0.033,0.047,0.105,0.538,0.639,0.243,98.7,82.2,19.2,2
Jewell Loyd,LVA,LVA @ NYL,7/8/2025,L,32,104.5,111.9,-7.4,0.118,2,0.133,0.071,0.030,0.049,0.067,0.417,0.417,0.176,99.6,83.0,4.9,2
Jewell Loyd,LVA,LVA @ CON,7/6/2025,W,32,111.3,89.1,22.2,0.077,0.67,0.143,0.077,0.114,0.098,0.214,0.167,0.167,0.171,95.0,79.1,-0.9,2
Jewell Loyd,LVA,LVA @ IND,7/3/2025,L,31,74.6,110,-35.4,0.143,2,0.286,0.083,0.037,0.063,0.143,0.000,0.258,0.071,93.7,78.1,0.7,2
Jewell Loyd,LVA,LVA @ PHX,6/29/2025,W,30,100,98.3,1.7,0.063,0.5,0.100,0.000,0.000,0.000,0.200,0.667,0.727,0.132,97.0,80.9,3.2,2
Jewell Loyd,LVA,LVA vs. WAS,6/26/2025,L,26,111.8,120.4,-8.6,0.053,0.33,0.077,0.000,0.148,0.091,0.231,0.563,0.619,0.218,94.3,78.6,7.8,2
Jewell Loyd,LVA,LVA vs. CON,6/25/2025,W,27,111.3,81.1,30.2,0.125,1,0.154,0.148,0.097,0.121,0.154,0.722,0.722,0.175,95.5,79.6,15.9,2
Jewell Loyd,LVA,LVA vs. IND,6/22/2025,W,34,112.5,91.7,20.8,0.217,5,0.294,0.031,0.121,0.077,0.059,0.455,0.455,0.150,101.0,84.1,9,2
Jewell Loyd,LVA,LVA vs. SEA,6/20/2025,L,34,108.8,105.9,2.9,0.200,4,0.235,0.034,0.053,0.045,0.059,0.591,0.631,0.176,95.5,79.6,11.5,2
Jewell Loyd,LVA,LVA @ MIN,6/17/2025,L,34,86.2,96.9,-10.8,0.188,1,0.167,0.050,0.150,0.100,0.167,0.500,0.500,0.192,92.2,76.9,9.7,2
Jewell Loyd,LVA,LVA vs. PHX,6/15/2025,L,32,91.9,101.6,-9.7,0.167,2,0.133,0.065,0.118,0.092,0.067,0.682,0.715,0.173,93.5,77.9,19.3,2
Jewell Loyd,LVA,LVA vs. DAL,6/13/2025,W,28,103.6,110.3,-6.8,0.167,0.67,0.105,0.042,0.083,0.063,0.158,0.731,0.756,0.266,97.2,81.0,14.7,2
Jewell Loyd,LVA,LVA vs. LAS,6/11/2025,L,25,116,117.6,-1.6,0.059,1,0.091,0.000,0.000,0.000,0.091,0.389,0.389,0.169,96.1,80.1,-2.2,2
Jewell Loyd,LVA,LVA @ GSV,6/7/2025,L,26,81.5,128.8,-47.4,0.071,0,0.111,0.103,0.136,0.118,0.000,0.167,0.305,0.133,98.2,81.9,5,2
Jewell Loyd,LVA,LVA @ SEA,6/1/2025,W,28,83.6,92.6,-9,0.267,2,0.308,0.036,0.194,0.119,0.154,0.667,0.683,0.145,92.1,76.8,20.4,2
Jewell Loyd,LVA,LVA vs. LAS,5/30/2025,W,33,122.9,81.2,41.7,0.143,0,0.308,0.000,0.188,0.091,0.000,0.188,0.169,0.114,101.1,84.2,1.7,2
Jewell Loyd,LVA,LVA @ SEA,5/25/2025,L,34,95.7,121.7,-26.1,0.143,0,0.158,0.000,0.083,0.033,0.000,0.367,0.429,0.211,97.8,81.5,5.6,2
Jewell Loyd,LVA,LVA vs. WAS,5/23/2025,W,29,105.3,87.5,17.8,0.111,0,0.167,0.034,0.077,0.055,0.000,0.333,0.436,0.159,94.2,78.5,7,2
Jewell Loyd,LVA,LVA @ CON,5/20/2025,W,21,133.3,64.3,69,0.000,0,0.000,0.000,0.217,0.109,0.000,0.714,0.714,0.280,97.2,81.0,27.7,2
Jewell Loyd,LVA,LVA @ NYL,5/17/2025,L,32,90.5,116.9,-26.4,0.111,2,0.154,0.065,0.034,0.053,0.077,0.250,0.250,0.147,97.6,81.4,-2.9,2
Joyner Holmes,LVA,LVA @ IND,7/3/2025,L,7,50,70,-20,0.000,0,0.000,0.125,0.000,0.077,0.000,0.000,0.000,0.154,73.5,61.2,-30,2
Joyner Holmes,LVA,LVA @ PHX,6/29/2025,W,4,66.7,88.9,-22.2,0.000,0,0.000,0.000,0.400,0.222,0.000,0.500,0.500,0.222,108.9,90.8,21.1,2
Joyner Holmes,LVA,LVA vs. WAS,6/26/2025,L,6,125,154.5,-29.5,0.000,0,0.000,0.000,0.500,0.143,0.250,0.500,0.500,0.333,100.1,83.4,-4.1,2
Joyner Holmes,LVA,LVA vs. CON,6/25/2025,W,4,100,44.4,55.6,0.000,0,0.000,0.000,0.167,0.100,0.000,0.500,0.500,0.250,99.1,82.6,30.8,2
