dreb_pct,drebs,drtg,efg,fg2a,fg2m,fg2pct,fg3a,fg3m,fg3pct,ftr,lineup,lineup_id,minutes,net_rtg,opp_efg,opp_fg2a,opp_fg2m,opp_fg2pct,opp_fg3a,opp_fg3m,opp_fg3pct,opp_ftr,opp_tov_pct,opp_turnovers,oreb_pct,orebs,ortg,plus_minus,pts_against,pts_for,seconds_played,team,total_possessions,tov_pct,turnovers,our_lineup_id,season,team_id
0.666666666666667,2,125.0,0.625,3,1,0.333333333333333,1,1,1.0,0.0,"Kelsey Plum, Azurá Stevens, Julie Vanloo, Sarah Ashlee Barker, Dearica Hamby",1628276-1628922-1642210-1642782-204324,02:08,-25.0,0.5,3,1,0.333333333333333,2,1,0.5,0.0,0.0,0,0.0,0,100.0,0,5,5,128,LAS,9,0.2,1,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,3,50.0,0.875,3,2,0.666666666666667,1,1,1.0,0.0,"Napheesa Collier, Jessica Shepard, Bridget Carleton, Natisha Hiedeman, Kayla McBride",1629483-1629491-1629524-1629567-203825,01:59,90.0,0.25,2,1,0.5,2,0,0.0,0.0,0.0,0,0.0,0,140.0,5,2,7,119,MIN,9,0.2,1,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,80.0,0.0,3,0,0.0,1,0,0.0,0.0,"Cecilia Zandalasini, Monique Billings, Veronica Burton, Julie Vanloo, Kate Martin",1628508-1628881-1631007-1642210-1642324,01:53,-80.0,0.666666666666667,2,2,1.0,1,0,0.0,0.0,0.4,2,0.25,1,0.0,-4,4,0,113,GSV,10,0.4,2,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,175.0,0.333333333333333,2,1,0.5,1,0,0.0,0.0,"Monique Billings, Veronica Burton, Kate Martin, Janelle Salaün, Kayla Thornton",1628881-1631007-1642324-1642767-203866,01:51,-125.0,0.833333333333333,2,1,0.5,1,1,1.0,0.666666666666667,0.0,0,0.0,0,50.0,-5,7,2,111,GSV,8,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,300.0,1.0,0,0,,3,2,0.666666666666667,0.0,"Emma Cannon, Kelsey Plum, Rickea Jackson, Odyssey Sims, Dearica Hamby",1628242-1628276-1642288-203824-204324,01:49,-100.0,1.375,1,1,1.0,3,3,1.0,0.25,0.0,0,1.0,1,200.0,-6,12,6,109,LAS,7,0.333333333333333,1,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,66.6666666666667,0.0,3,0,0.0,1,0,0.0,0.0,"Kathryn Westbeld, Kalani Brown, Kitija Laksa, Kiana Williams, Lexi Held",1628957-1629480-1629490-1630461-1631118,01:36,-66.6666666666667,0.5,1,1,1.0,1,0,0.0,0.0,0.333333333333333,1,0.25,1,0.0,-2,2,0,96,PHX,6,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,3,0.0,0.166666666666667,3,1,0.333333333333333,3,0,0.0,0.0,"Lindsay Allen, Aneesah Morrow, Saniya Rivers, Tina Charles, Bria Hartley",1628263-1642800-1642809-202250-203829,01:35,66.6666666666667,0.0,2,0,0.0,1,0,0.0,0.0,0.0,0,0.6,3,66.6666666666667,2,0,2,95,CON,6,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.0,0,125.0,0.0,0,0,,3,0,0.0,0.0,"Kelsey Mitchell, Sophie Cunningham, Aari McDonald, Lexie Hull, Aliyah Boston",1628909-1629482-1630462-1631086-1641648,01:33,-125.0,0.75,1,0,0.0,1,1,1.0,1.0,0.25,1,0.0,0,0.0,-5,5,0,93,IND,7,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,66.6666666666667,1.25,1,1,1.0,1,1,1.0,1.0,"Iliana Rupert, Veronica Burton, Carla Leite, Kate Martin, Janelle Salaün",1630387-1631007-1642304-1642324-1642767,01:29,283.333333333333,0.5,2,1,0.5,0,0,,0.0,0.333333333333333,1,,0,350.0,5,2,7,89,GSV,5,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,25.0,0.5,1,0,0.0,2,1,0.5,1.0,"Sika Koné, Emily Engstler, Jade Melbourne, Sonia Citron, Lucy Olsen",1631021-1631083-1631141-1642785-1642802,01:29,125.0,0.0,1,0,0.0,0,0,,2.0,0.5,2,0.0,0,150.0,5,1,6,89,WAS,8,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,66.6666666666667,0.333333333333333,3,1,0.333333333333333,0,0,,1.0,"Sug Sutton, Emily Engstler, Jade Melbourne, Kiki Iriafen, Lucy Olsen",1630134-1631083-1631141-1642792-1642802,01:24,33.3333333333333,0.5,1,1,1.0,1,0,0.0,0.0,0.333333333333333,1,0.0,0,100.0,2,2,4,84,WAS,7,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,150.0,1.0,1,1,1.0,0,0,,2.0,"Cecilia Zandalasini, Monique Billings, Veronica Burton, Kate Martin, Kayla Thornton",1628508-1628881-1631007-1642324-203866,01:23,50.0,0.75,0,0,,2,1,0.5,0.0,0.0,0,,0,200.0,1,3,4,83,GSV,4,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.333333333333333,1,1,1.0,2,0,0.0,0.0,"Maria Kliundikova, Natisha Hiedeman, Jaylyn Sherrod, Camryn Taylor, Anastasiia Olairi Kosu",1628926-1629567-1642320-1642344-1642797,01:18,100.0,0.0,1,0,0.0,0,0,,0.0,0.0,0,0.5,1,100.0,2,0,2,78,MIN,4,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.5,1,66.6666666666667,0.0,1,0,0.0,1,0,0.0,0.0,"Sophie Cunningham, Aari McDonald, Lexie Hull, Aliyah Boston, Sydney Colson",1629482-1630462-1631086-1641648-202641,01:15,-66.6666666666667,0.333333333333333,3,1,0.333333333333333,0,0,,0.0,0.333333333333333,1,0.0,0,0.0,-2,2,0,75,IND,7,0.5,2,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,100.0,0.666666666666667,3,2,0.666666666666667,0,0,,0.0,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, Satou Sabally, Alyssa Thomas",1627674-1628244-1628957-1630149-203826,01:14,33.3333333333333,0.0,0,0,,1,0,0.0,2.0,0.0,0,,0,133.333333333333,2,2,4,74,PHX,5,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.5,1,0.0,1.0,1,1,1.0,0,0,,2.0,"Rachel Banham, Kia Nurse, Michaela Onyenwere, Sevgi Uzun, Kamilla Cardoso",1627671-1628915-1630446-1642244-1642289,01:12,200.0,0.0,1,0,0.0,1,0,0.0,0.0,0.0,0,,0,200.0,4,0,4,72,CHI,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,0.333333333333333,2,1,0.5,1,0,0.0,0.333333333333333,"Aaliyah Edwards, Leïla Lacan, Saniya Rivers, Tina Charles, Bria Hartley",1642290-1642303-1642809-202250-203829,01:12,-50.0,1.0,3,3,1.0,0,0,,0.0,0.0,0,0.5,1,150.0,-3,6,3,72,CON,5,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,100.0,0.0,1,0,0.0,1,0,0.0,0.0,"Cecilia Zandalasini, Iliana Rupert, Carla Leite, Kate Martin, Tiffany Hayes",1628508-1630387-1642304-1642324-203026,01:09,-100.0,0.0,1,0,0.0,0,0,,2.0,0.0,0,0.0,0,0.0,-2,2,0,69,GSV,4,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,3,0.0,1.0,1,1,1.0,0,0,,2.0,"Olivia Nelson-Ododa, Aneesah Morrow, Saniya Rivers, Bria Hartley, Haley Peters",1631135-1642800-1642809-203829-203863,01:07,100.0,0.0,3,0,0.0,0,0,,0.0,0.0,0,,0,100.0,4,0,4,67,CON,7,0.5,2,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,0.666666666666667,2,2,1.0,1,0,0.0,0.0,"Sug Sutton, Shakira Austin, Sonia Citron, Kiki Iriafen, Lucy Olsen",1630134-1631022-1642785-1642792-1642802,01:06,-66.6666666666667,1.0,2,2,1.0,0,0,,1.0,0.0,0,,0,133.333333333333,-2,6,4,66,WAS,6,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.666666666666667,2,0.0,1.0,1,1,1.0,0,0,,0.0,"Jacy Sheldon, Saniya Rivers, Tina Charles, Bria Hartley, Haley Peters",1642292-1642809-202250-203829-203863,01:04,100.0,0.0,2,0,0.0,1,0,0.0,0.0,0.0,0,,0,100.0,2,0,2,64,CON,4,0.5,1,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,2,0.0,0.0,1,0,0.0,1,0,0.0,1.0,"Kelsey Mitchell, Sophie Cunningham, Lexie Hull, Aliyah Boston, Caitlin Clark",1628909-1629482-1631086-1641648-1642286,01:01,66.6666666666667,0.0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,66.6666666666667,2,0,2,61,IND,5,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.5,2,1,0.5,0,0,,0.0,"Kelsey Mitchell, Sophie Cunningham, Lexie Hull, Caitlin Clark, Natasha Howard",1628909-1629482-1631086-1642286-203827,00:55,200.0,0.0,0,0,,1,0,0.0,0.0,0.5,1,1.0,1,200.0,2,0,2,55,IND,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,300.0,1.0,1,1,1.0,0,0,,0.0,"Sug Sutton, Sonia Citron, Kiki Iriafen, Lucy Olsen, Stefanie Dolson",1630134-1642785-1642792-1642802-203828,00:54,-100.0,1.5,0,0,,1,1,1.0,0.0,0.0,0,,0,200.0,-1,3,2,54,WAS,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,300.0,1.0,1,1,1.0,0,0,,0.0,"Kaila Charles, Iliana Rupert, Veronica Burton, Laeticia Amihere, Kaitlyn Chen",1630097-1630387-1631007-1641656-1642822,00:52,-100.0,1.5,0,0,,1,1,1.0,0.0,0.0,0,,0,200.0,-1,3,2,52,GSV,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,1.5,0,0,,1,1,1.0,0.0,"Olivia Nelson-Ododa, Jacy Sheldon, Saniya Rivers, Tina Charles, Bria Hartley",1631135-1642292-1642809-202250-203829,00:52,300.0,0.0,1,0,0.0,0,0,,0.0,0.5,1,,0,300.0,3,0,3,52,CON,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.0,1,0,0.0,0,0,,0.0,"Cecilia Zandalasini, Monique Billings, Veronica Burton, Tiffany Hayes, Kayla Thornton",1628508-1628881-1631007-203026-203866,00:50,0.0,0.0,1,0,0.0,1,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,50,GSV,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,1.0,1,1,1.0,0,0,,3.0,"Gabby Williams, Ezi Magbegor, Nneka Ogwumike, Skylar Diggins, Erica Wheeler",1628931-1629496-203014-203400-204365,00:46,250.0,0.0,0,0,,1,0,0.0,0.0,0.0,0,,0,250.0,5,0,5,46,SEA,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.0,0,0,,1,0,0.0,0.0,"Sug Sutton, Jade Melbourne, Kiki Iriafen, Lucy Olsen, Stefanie Dolson",1630134-1631141-1642792-1642802-203828,00:46,0.0,0.0,1,0,0.0,0,0,,0.0,0.5,1,0.0,0,0.0,0,0,0,46,WAS,4,0.5,1,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,1.0,1,1,1.0,0,0,,0.0,"Kahleah Copper, Sami Whitcomb, Kathryn Westbeld, DeWanna Bonner, Alyssa Thomas",1627674-1628244-1628957-201886-203826,00:46,200.0,0.0,0,0,,1,0,0.0,0.0,0.0,0,,0,200.0,2,0,2,46,PHX,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.666666666666667,2,2,1.0,1,0,0.0,0.0,"Kelsey Mitchell, Sophie Cunningham, Aari McDonald, Aliyah Boston, Natasha Howard",1628909-1629482-1630462-1641648-203827,00:45,200.0,0.0,1,0,0.0,0,0,,0.0,0.0,0,1.0,1,200.0,4,0,4,45,IND,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.0,0,0,,1,0,0.0,0.0,"Kelsey Plum, Azurá Stevens, Rae Burrell, Sarah Ashlee Barker, Dearica Hamby",1628276-1628922-1630996-1642782-204324,00:36,,0.0,0,0,,1,0,0.0,0.0,0.0,0,1.0,1,,0,0,0,36,LAS,1,,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.5,1,0.0,1.0,1,1,1.0,0,0,,0.0,"Rachel Banham, Kia Nurse, Sevgi Uzun, Kamilla Cardoso, Maddy Westbeld",1627671-1628915-1642244-1642289-1642818,00:35,200.0,0.0,0,0,,2,0,0.0,0.0,0.0,0,,0,200.0,2,0,2,35,CHI,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,0.75,0,0,,2,1,0.5,0.0,"Iliana Rupert, Veronica Burton, Kate Martin, Janelle Salaün, Tiffany Hayes",1630387-1631007-1642324-1642767-203026,00:34,300.0,0.0,1,0,0.0,0,0,,0.0,0.0,0,1.0,1,300.0,3,0,3,34,GSV,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,,0,0,,0,0,,,"Olivia Nelson-Ododa, Jacy Sheldon, Saniya Rivers, Bria Hartley, Haley Peters",1631135-1642292-1642809-203829-203863,00:28,0.0,1.0,1,1,1.0,0,0,,0.0,0.0,0,,0,200.0,2,2,4,28,CON,3,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
1.0,1,0.0,1.5,0,0,,1,1,1.0,1.0,"Teaira McCowan, DiJonai Carrington, Haley Jones, Aziaha James, JJ Quinerly",1629479-1630096-1641650-1642793-1642808,00:23,400.0,0.0,1,0,0.0,0,0,,0.0,0.0,0,,0,400.0,4,0,4,23,DAL,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,0.0,0,0,,1,0,0.0,0.0,"Teaira McCowan, Arike Ogunbowale, DiJonai Carrington, Haley Jones, JJ Quinerly",1629479-1629481-1630096-1641650-1642808,00:20,-200.0,1.0,1,1,1.0,0,0,,0.0,0.0,0,0.0,0,0.0,-2,2,0,20,DAL,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,0.0,,0,0,,0,0,,,"Temi Fágbénlé, Veronica Burton, Kate Martin, Janelle Salaün, Tiffany Hayes",1627701-1631007-1642324-1642767-203026,00:20,0.0,,0,0,,0,0,,,1.0,1,,0,0.0,0,0,0,20,GSV,2,1.0,1,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,,0,0,,0,0,,,"Cecilia Zandalasini, Monique Billings, Veronica Burton, Julie Vanloo, Kayla Thornton",1628508-1628881-1631007-1642210-203866,00:18,-200.0,,0,0,,0,0,,,0.0,0,,0,0.0,-2,2,0,18,GSV,2,1.0,1,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,1.0,1,1,1.0,0,0,,0.0,"Kelsey Plum, Azurá Stevens, Rae Burrell, Sarah Ashlee Barker, Sania Feagin",1628276-1628922-1630996-1642782-1642790,00:14,0.0,,0,0,,0,0,,,0.0,0,,0,200.0,0,2,2,14,LAS,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
,0,200.0,0.0,0,0,,1,0,0.0,0.0,"Temi Fágbénlé, Kaila Charles, Carla Leite, Janelle Salaün, Tiffany Hayes",1627701-1630097-1642304-1642767-203026,00:11,-200.0,,0,0,,0,0,,,0.0,0,0.0,0,0.0,-2,2,0,11,GSV,2,0.0,0,1628932-1629498-1642801-203833-204319,2025,1611661319
0.75,3,137.5,0.5,5,1,0.2,3,2,0.666666666666667,0.125,"Jonquel Jones, Marine Johannès, Kennedy Burke, Leonie Fiebich, Natasha Cloud",1627673-1629546-1629568-1630142-204333,04:09,-37.5,0.611111111111111,7,4,0.571428571428571,2,1,0.5,0.111111111111111,0.0,0,0.0,0,100.0,-2,11,9,249,NYL,17,0.111111111111111,1,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,4,71.4285714285714,0.7,2,2,1.0,3,1,0.333333333333333,0.0,"Julie Allemand, Kelsey Plum, Azurá Stevens, Cameron Brink, Rickea Jackson",1627700-1628276-1628922-1642287-1642288,02:52,45.2380952380952,0.416666666666667,1,1,1.0,5,1,0.2,0.0,0.142857142857143,1,0.0,0,116.666666666667,2,5,7,172,LAS,13,0.166666666666667,1,1628932-1629498-1631006-203833-204319,2025,1611661319
0.75,3,60.0,0.625,2,1,0.5,2,1,0.5,0.75,"Temi Fágbénlé, Veronica Burton, Laeticia Amihere, Janelle Salaün, Kaitlyn Chen",1627701-1631007-1641656-1642767-1642822,02:39,100.0,0.3,0,0,,5,1,0.2,0.0,0.2,1,0.5,1,160.0,5,3,8,159,GSV,10,0.4,2,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,1,120.0,0.625,1,1,1.0,3,1,0.333333333333333,0.0,"Allisha Gray, Maya Caldwell, Rhyne Howard, Naz Hillmon, Brittney Griner",1628277-1630471-1631009-1631044-203398,02:39,-20.0,0.6,4,3,0.75,1,0,0.0,0.0,0.2,1,0.0,0,100.0,-1,6,5,159,ATL,10,0.2,1,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,2,75.0,0.5,4,2,0.5,0,0,,0.75,"Shakira Austin, Sonia Citron, Kiki Iriafen, Lucy Olsen, Alysha Clark",1631022-1642785-1642792-1642802-202252,02:32,65.0,0.0,1,0,0.0,1,0,0.0,1.5,0.25,1,0.0,0,140.0,4,3,7,152,WAS,9,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
0.666666666666667,2,75.0,1.125,3,3,1.0,1,1,1.0,0.5,"Temi Fágbénlé, Cecilia Zandalasini, Kaila Charles, Veronica Burton, Janelle Salaün",1627701-1628508-1630097-1631007-1642767,02:24,145.0,0.375,1,0,0.0,3,1,0.333333333333333,0.0,0.25,1,,0,220.0,8,3,11,144,GSV,9,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,1,80.0,0.375,1,0,0.0,3,1,0.333333333333333,0.0,"Myisha Hines-Allen, Maddy Siegrist, Paige Bueckers, Aziaha James, JJ Quinerly",1628899-1641652-1642784-1642793-1642808,02:13,-5.0,0.5,3,2,0.666666666666667,1,0,0.0,0.25,0.4,2,0.0,0,75.0,-1,4,3,133,DAL,9,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
0.333333333333333,1,166.666666666667,0.7,3,2,0.666666666666667,2,1,0.5,0.2,"Kelsey Plum, Azurá Stevens, Rae Burrell, Cameron Brink, Rickea Jackson",1628276-1628922-1630996-1642287-1642288,02:06,33.3333333333333,0.5,3,1,0.333333333333333,2,1,0.5,0.0,0.0,0,1.0,2,200.0,3,5,8,126,LAS,7,0.25,1,1628932-1629498-1631006-203833-204319,2025,1611661319
0.5,1,100.0,0.5,1,1,1.0,1,0,0.0,0.0,"Allisha Gray, Rhyne Howard, Naz Hillmon, Te-Hina Paopao, Brittney Griner",1628277-1631009-1631044-1642804-203398,01:56,0.0,0.375,2,0,0.0,2,1,0.5,0.0,0.333333333333333,1,0.0,0,100.0,-1,3,2,116,ATL,5,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
,0,100.0,0.0,2,0,0.0,0,0,,1.0,"Allisha Gray, Brionna Jones, Rhyne Howard, Naz Hillmon, Te-Hina Paopao",1628277-1628280-1631009-1631044-1642804,01:45,-66.6666666666667,1.0,1,1,1.0,0,0,,0.0,0.5,1,1.0,2,33.3333333333333,-1,2,1,105,ATL,5,0.666666666666667,2,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,2,100.0,1.0,2,2,1.0,0,0,,0.0,"Kelsey Mitchell, Lexie Hull, Aliyah Boston, Sydney Colson, Natasha Howard",1628909-1631086-1641648-202641-203827,01:44,0.0,0.5,3,2,0.666666666666667,1,0,0.0,0.0,0.0,0,,0,100.0,0,4,4,104,IND,8,0.5,2,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,2,0.0,0.6,5,3,0.6,0,0,,0.0,"Kahleah Copper, Kathryn Westbeld, Satou Sabally, Monique Akoa Makani, Alyssa Thomas",1627674-1628957-1630149-1642777-203826,01:41,150.0,0.0,1,0,0.0,2,0,0.0,0.0,0.25,1,0.5,1,150.0,6,0,6,101,PHX,8,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
0.0,0,200.0,1.25,1,1,1.0,1,1,1.0,1.5,"Myisha Hines-Allen, Haley Jones, Maddy Siegrist, Grace Berger, Paige Bueckers",1628899-1641650-1641652-1641658-1642784,01:30,33.3333333333333,0.75,4,3,0.75,0,0,,0.0,0.0,0,,0,233.333333333333,1,6,7,90,DAL,6,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,1,66.6666666666667,0.666666666666667,2,2,1.0,1,0,0.0,0.0,"Kelsey Plum, Azurá Stevens, Rae Burrell, Rickea Jackson, Dearica Hamby",1628276-1628922-1630996-1642288-204324,01:24,133.333333333333,0.5,1,1,1.0,1,0,0.0,0.0,0.333333333333333,1,0.0,0,200.0,2,2,4,84,LAS,5,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,1,133.333333333333,0.666666666666667,2,2,1.0,1,0,0.0,0.0,"Allisha Gray, Brionna Jones, Maya Caldwell, Te-Hina Paopao, Brittney Griner",1628277-1628280-1630471-1642804-203398,01:20,0.0,0.5,1,1,1.0,1,0,0.0,1.0,0.0,0,0.0,0,133.333333333333,0,4,4,80,ATL,6,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
,0,100.0,0.833333333333333,1,1,1.0,2,1,0.5,0.0,"Jonquel Jones, Sabrina Ionescu, Kennedy Burke, Leonie Fiebich, Natasha Cloud",1627673-1629477-1629568-1630142-204333,01:14,150.0,1.0,1,1,1.0,0,0,,0.0,0.5,1,1.0,1,250.0,3,2,5,74,NYL,4,0.0,0,1628932-1629498-1631006-203833-204319,2025,1611661319
,0,100.0,1.0,1,1,1.0,0,0,,0.0,"Sika Koné, Emily Engstler, Jade Melbourne, Sonia Citron, Lucy Olsen",1631021-1631083-1631141-1642785-1642802,01:10,0.0,1.0,1,1,1.0,0,0,,0.0,0.5,1,,0,100.0,0,2,2,70,WAS,4,0.5,1,1628932-1629498-1631006-203833-204319,2025,1611661319
1.0,1,100.0,0.0,0,0,,2,0,0.0,0.0,"Jonquel Jones, Marine Johannès, Kennedy Burke, Emma Meesseman, Natasha Cloud",1627673-1629546-1629568-203416-204333,01:07,-100.0,0.0,1,0,0.0,0,0,,4.0,0.0,0,0.5,1,0.0,-3,3,0,67,NYL,5,0.5,1,1628932-1629498-1631006-203833-204319,2025,1611661319
