game_number,game_date,opponent_team_display_name,team_home_away,team_score,opponent_team_score,team_winner,point_diff,phase,phase_num,is_playoffs,cumulative_record,off_efg_pct,off_ft_rate,off_tov_pct,off_oreb_pct,def_efg_pct,def_ft_rate,def_tov_pct,def_oreb_pct,ortg,drtg,net_rtg,pace,ts_pct,fg3_rate,fg3_pct,ft_pct,ast_rate,ast_tov_ratio,pct_pts_paint,pct_pts_3pt,pct_pts_ft,pts_paint,pts_3pt,pts_ft,win,phase_off_efg,phase_def_efg,phase_ortg,phase_drtg,phase_net_rtg,vs_phase_avg_net_rtg,blowout,close_game,net_rtg_rolling5,off_efg_rolling5,ortg_rolling5,opponent,home_game,streak,season_segment
42,2025-09-07,Chicago Sky,home,80,66,True,14,Phase 2: Winning Streak,2,False,28-14,0.5285714285714286,0.1,0.1297353399065905,0.1764705882352941,0.4477611940298507,0.1044776119402985,0.2264251465103889,0.3529411764705882,103.78827192527244,87.90623335109217,15.882038574180273,76.08,0.5473453749315819,0.4857142857142857,0.2941176470588235,0.8571428571428571,0.625,2.0,0.425,0.375,0.075,34,30,6,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-1.080738140218882,False,False,13.12028145221663,0.5652340780569204,110.05004047428069,Chicago Sky,True,14,Late Season
43,2025-09-09,Chicago Sky,home,92,61,True,31,Phase 2: Winning Streak,2,False,29-14,0.6693548387096774,0.1935483870967742,0.099601593625498,0.1666666666666666,0.3620689655172414,0.3448275862068966,0.1671309192200557,0.2333333333333333,130.90495162208308,84.958217270195,45.94673435188808,71.03999999999999,0.6837098692033293,0.4677419354838709,0.5172413793103449,0.75,0.7647058823529411,3.7142857142857135,0.3043478260869565,0.4891304347826087,0.0978260869565217,28,45,9,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,28.983957637488928,True,False,19.075710611143613,0.5791050457988558,113.07581451371004,Chicago Sky,True,15,Late Season
44,2025-09-11,Los Angeles Sparks,away,103,75,True,28,Phase 2: Winning Streak,2,False,30-14,0.6282051282051282,0.0769230769230769,0.1364087301587301,0.2894736842105263,0.4520547945205479,0.136986301369863,0.162037037037037,0.131578947368421,127.7281746031746,86.80555555555554,40.922619047619065,83.52000000000001,0.638640873015873,0.5769230769230769,0.4888888888888889,0.8333333333333334,0.9210526315789472,3.1818181818181817,0.233009708737864,0.6407766990291263,0.0485436893203883,24,66,5,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,23.95984233321991,True,False,25.166572378837824,0.5987759221861502,118.72220510185124,Los Angeles Sparks,False,16,Late Season
45,2025-09-14,Seattle Storm,home,102,77,True,25,Phase 3: Playoffs,3,True,31-14,0.6056338028169014,0.2957746478873239,0.1150306748466257,0.2972972972972973,0.4859154929577465,0.1549295774647887,0.1503006012024048,0.2222222222222222,130.3680981595092,96.44288577154308,33.92521238796611,79.03999999999999,0.6355932203389831,0.4084507042253521,0.4827586206896552,0.7619047619047619,0.6388888888888888,2.555555555555556,0.3529411764705882,0.4117647058823529,0.1568627450980392,36,42,16,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,25.81136115372786,True,False,29.563902846019335,0.6124399961823663,122.85649645639664,Seattle Storm,True,17,Playoffs
46,2025-09-16,Seattle Storm,away,83,86,False,-3,Phase 3: Playoffs,3,True,31-15,0.5625,0.5178571428571429,0.1471375066880684,0.1785714285714285,0.5277777777777778,0.1666666666666666,0.1277465508431272,0.2727272727272727,111.02193686463347,109.86203372508942,1.1599031395440704,76.52000000000001,0.6035485747527632,0.3392857142857143,0.3684210526315789,0.6896551724137931,0.7857142857142857,2.0,0.3614457831325301,0.253012048192771,0.2409638554216867,30,21,20,0,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,-6.953948094694184,False,True,27.567301500239523,0.5988530396606271,120.76228663493457,Seattle Storm,False,-1,Playoffs
47,2025-09-18,Seattle Storm,home,74,73,True,1,Phase 3: Playoffs,3,True,32-15,0.4836065573770491,0.2786885245901639,0.1677852348993288,0.1428571428571428,0.4538461538461538,0.2769230769230769,0.2002002002002001,0.28125,95.50851832731028,91.34134134134136,4.167176985968922,78.7,0.540303738317757,0.1967213114754098,0.25,0.8823529411764706,0.7142857142857143,1.5384615384615383,0.5675675675675675,0.1216216216216216,0.2027027027027027,42,9,15,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,-3.946674248269332,False,True,25.224329182597252,0.5898600654217512,119.10633591534213,Seattle Storm,True,1,Playoffs
48,2025-09-21,Indiana Fever,home,73,89,False,-16,Phase 3: Playoffs,3,True,32-16,0.4436619718309859,0.1690140845070422,0.1494768310911808,0.2105263157894736,0.5367647058823529,0.25,0.1242544731610337,0.1666666666666666,90.9317389138017,110.58648111332008,-19.65474219951838,80.38,0.4785002621919245,0.2394366197183098,0.2941176470588235,0.8333333333333334,0.4137931034482758,1.0,0.5205479452054794,0.2054794520547945,0.136986301369863,38,15,10,0,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,-27.768593433756635,True,False,12.104033872315958,0.544721492046013,111.11169337368585,Indiana Fever,True,-1,Playoffs
49,2025-09-23,Indiana Fever,home,90,68,True,22,Phase 3: Playoffs,3,True,33-16,0.5769230769230769,0.3230769230769231,0.1744765702891326,0.2962962962962963,0.4672131147540984,0.2459016393442623,0.2412868632707775,0.3333333333333333,112.16350947158524,91.15281501340483,21.01069445818041,77.41999999999999,0.6061422413793104,0.1846153846153846,0.4166666666666667,0.7142857142857143,0.6285714285714286,1.5714285714285714,0.5333333333333333,0.1666666666666666,0.1666666666666666,48,15,15,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,12.896843223942156,True,False,8.121648954428228,0.5344650817896026,107.99876034736799,Indiana Fever,True,1,Playoffs
50,2025-09-26,Indiana Fever,away,84,72,True,12,Phase 3: Playoffs,3,True,34-16,0.5384615384615384,0.2615384615384615,0.1697381183317167,0.1481481481481481,0.4041095890410959,0.2876712328767123,0.1744765702891326,0.4210526315789473,101.84287099903008,89.7308075772682,12.112063421761874,81.36,0.5794701986754967,0.1538461538461538,0.4,0.8235294117647058,0.6060606060606061,1.4285714285714286,0.5714285714285714,0.1428571428571428,0.1666666666666666,48,12,14,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,3.9982121875236203,False,False,3.7590191611873793,0.52103062891853,102.29371491527215,Indiana Fever,False,2,Playoffs
51,2025-09-28,Indiana Fever,away,83,90,False,-7,Phase 3: Playoffs,3,True,34-17,0.5597014925373134,0.1641791044776119,0.178912213740458,0.1034482758620689,0.4776119402985074,0.5074626865671642,0.1591632560254661,0.2962962962962963,98.99809160305342,102.31923601637108,-3.321144413317654,85.9,0.5776726057906458,0.3432835820895522,0.391304347826087,0.7272727272727273,0.6666666666666666,1.4666666666666666,0.4578313253012048,0.3253012048192771,0.0963855421686747,38,27,8,0,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,-11.434995647555908,False,False,2.8628096506150342,0.5204709274259928,99.88894586295615,Indiana Fever,False,-1,Playoffs
52,2025-09-30,Indiana Fever,home,107,98,True,9,Phase 3: Playoffs,3,True,35-17,0.54375,0.275,0.0771945302161446,0.1764705882352941,0.5273972602739726,0.3287671232876712,0.2098056537102473,0.4444444444444444,117.99735333039258,108.2155477031802,9.781805627212378,90.62,0.5965655664585191,0.325,0.4230769230769231,0.9090909090909092,0.6842105263157895,3.7142857142857135,0.3551401869158878,0.308411214953271,0.1869158878504672,38,33,20,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,1.6679543929741243,False,False,3.9857353788637253,0.5324996159505828,104.3867128635726,Indiana Fever,True,1,Playoffs
53,2025-10-03,Phoenix Mercury,home,89,86,True,3,Phase 3: Playoffs,3,True,36-17,0.5208333333333334,0.2777777777777778,0.0642673521850899,0.2162162162162162,0.5757575757575758,0.1969696969696969,0.1544004117344312,0.1935483870967742,114.39588688946016,110.65362840967576,3.7422584797843967,77.75999999999999,0.5507425742574258,0.375,0.3333333333333333,0.7,0.7272727272727273,4.8,0.3820224719101123,0.3033707865168539,0.1573033707865168,34,27,14,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,-4.371592754453857,False,True,8.66513551472428,0.5479338882510524,109.07954245870428,Phoenix Mercury,True,2,Playoffs
54,2025-10-05,Phoenix Mercury,home,91,78,True,13,Phase 3: Playoffs,3,True,37-17,0.5466666666666666,0.1733333333333333,0.1534466477809254,0.2571428571428571,0.4436619718309859,0.2535211267605634,0.13427734375,0.1904761904761904,107.4126534466478,95.21484375,12.197809696647797,83.32,0.5636769078295342,0.3066666666666666,0.3478260869565217,0.6923076923076923,0.5675675675675675,1.6153846153846154,0.4395604395604395,0.2637362637362637,0.0989010989010989,40,24,9,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,4.083958462409543,False,False,6.902558562417758,0.5418826061997704,108.12937125371681,Phoenix Mercury,True,3,Playoffs
55,2025-10-08,Phoenix Mercury,away,90,88,True,2,Phase 3: Playoffs,3,True,38-17,0.4926470588235294,0.3676470588235294,0.1066666666666666,0.3428571428571428,0.4924242424242424,0.4696969696969697,0.1469867711905928,0.2941176470588235,120.0,107.79029887310143,12.209701126898564,78.32,0.569620253164557,0.3529411764705882,0.375,0.92,0.7241379310344828,2.625,0.3333333333333333,0.3,0.2555555555555555,30,27,23,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,4.0958498926603095,False,True,6.922086103445096,0.5327197102721686,111.7607970539108,Phoenix Mercury,False,4,Playoffs
56,2025-10-10,Phoenix Mercury,away,97,86,True,11,Phase 3: Playoffs,3,True,39-17,0.4722222222222222,0.4861111111111111,0.0829383886255924,0.2325581395348837,0.5307692307692308,0.2923076923076923,0.2159309021113243,0.2666666666666666,114.92890995260665,103.16698656429944,11.761923388307196,83.88,0.5549199084668192,0.4305555555555556,0.3870967741935484,0.8285714285714286,0.6785714285714286,2.7142857142857144,0.2886597938144329,0.3711340206185567,0.2989690721649484,28,36,29,1,0.528554070473876,0.4932762836185819,109.59666776641372,101.48281653217548,8.113851234238254,3.6480721540689416,False,False,9.938699663770066,0.5152238562091502,114.94696072382143,Phoenix Mercury,False,5,Playoffs
