game_number,game_date,opponent_team_display_name,team_home_away,team_score,opponent_team_score,team_winner,point_diff,phase,phase_num,is_playoffs,cumulative_record,off_efg_pct,off_ft_rate,off_tov_pct,off_oreb_pct,def_efg_pct,def_ft_rate,def_tov_pct,def_oreb_pct,ortg,drtg,net_rtg,pace,ts_pct,fg3_rate,fg3_pct,ft_pct,ast_rate,ast_tov_ratio,pct_pts_paint,pct_pts_3pt,pct_pts_ft,pts_paint,pts_3pt,pts_ft,win,phase_off_efg,phase_def_efg,phase_ortg,phase_drtg,phase_net_rtg,vs_phase_avg_net_rtg,blowout,close_game,net_rtg_rolling5,off_efg_rolling5,ortg_rolling5,opponent,home_game,streak,season_segment
11,2025-06-17,Minnesota Lynx,away,62,76,False,-14,Phase 1: Rocky Start,1,False,5-6,0.4296875,0.140625,0.2208939708939709,0.2352941176470588,0.4144736842105263,0.2236842105263158,0.1032524522457408,0.35,80.56133056133056,98.0898296334538,-17.528499072123225,77.22,0.4561506768687464,0.375,0.375,0.7777777777777778,0.782608695652174,1.0588235294117647,0.3548387096774194,0.4354838709677419,0.1129032258064516,22,27,7,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-14.41637822676087,False,False,-13.831464047459187,0.4400201612903226,93.42045907734264,Minnesota Lynx,False,-2,Early Season
12,2025-06-20,Seattle Storm,home,83,90,False,-7,Phase 1: Rocky Start,1,False,5-7,0.5655737704918032,0.3442622950819672,0.1789366053169734,0.1875,0.5422535211267606,0.2253521126760563,0.1183587585481325,0.3142857142857143,106.08384458077713,118.35875854813256,-12.274913967355443,77.14,0.5908314350797267,0.3114754098360656,0.5789473684210527,0.6666666666666666,0.6896551724137931,1.4285714285714286,0.3373493975903614,0.3975903614457831,0.1686746987951807,28,33,14,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-9.162793121993088,False,False,-10.308277339347999,0.4724897540983607,97.42203812008033,Seattle Storm,True,-3,Early Season
13,2025-06-22,Indiana Fever,home,89,81,True,8,Phase 1: Rocky Start,1,False,6-7,0.4929577464788732,0.2957746478873239,0.1525105584232754,0.25,0.5285714285714286,0.1285714285714285,0.1976284584980237,0.28125,104.41107461285782,100.04940711462451,4.361667498233302,83.1,0.5545862412761715,0.2816901408450704,0.3,0.9047619047619048,0.59375,1.4615384615384617,0.449438202247191,0.2022471910112359,0.2134831460674157,40,18,19,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,7.473788343595658,False,False,-6.4502634359874005,0.4835813033941353,97.30378112193459,Indiana Fever,True,1,Early Season
14,2025-06-25,Connecticut Sun,home,85,59,True,26,Phase 1: Rocky Start,1,False,7-7,0.5071428571428571,0.2285714285714285,0.1828376401755241,0.303030303030303,0.3380281690140845,0.1690140845070422,0.1476377952755905,0.1666666666666666,103.60799609946368,72.58858267716536,31.019413422298317,81.66,0.5516614745586708,0.4,0.3928571428571428,0.875,0.6,1.2,0.3764705882352941,0.388235294117647,0.1647058823529411,32,33,14,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,34.13153426766067,True,False,-1.098502077645115,0.4850098748227067,96.64539977817329,Connecticut Sun,True,2,Early Season
15,2025-06-26,Washington Mystics,home,83,94,False,-11,Phase 1: Rocky Start,1,False,7-8,0.5454545454545454,0.1818181818181818,0.10351966873706,0.074074074074074,0.5285714285714286,0.3571428571428571,0.1,0.2647058823529412,107.4016563146998,117.5,-10.098343685300192,78.64,0.5822109988776656,0.3484848484848485,0.2608695652173913,0.9166666666666666,0.6363636363636364,2.625,0.4337349397590361,0.216867469879518,0.1325301204819277,36,18,11,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-6.986222839937836,False,False,-0.9041351608494477,0.5081632839136158,100.41318043382579,Washington Mystics,True,-1,Early Season
16,2025-06-29,Phoenix Mercury,away,84,81,True,3,Phase 1: Rocky Start,1,False,8-8,0.5083333333333333,0.4333333333333333,0.1529831718510964,0.1785714285714285,0.4507042253521127,0.2957746478873239,0.1388187783947501,0.2790697674418604,107.08822029576748,102.221100454316,4.867119841451483,78.84,0.5879059350503919,0.4,0.375,0.8846153846153846,0.7692307692307693,1.6666666666666667,0.3333333333333333,0.3214285714285714,0.2738095238095238,28,27,23,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,7.979240686813839,False,True,3.5749886218654936,0.5238924505802824,105.71855838071319,Phoenix Mercury,False,1,Early Season
17,2025-07-03,Indiana Fever,away,54,81,False,-27,Phase 1: Rocky Start,1,False,8-9,0.2868852459016393,0.360655737704918,0.2133534136546184,0.2285714285714285,0.5317460317460317,0.2698412698412698,0.1655629139072847,0.3571428571428571,67.7710843373494,111.7549668874172,-43.98388255006782,76.08000000000001,0.3820033955857385,0.2622950819672131,0.1875,0.8636363636363636,0.75,0.7058823529411765,0.3703703703703703,0.1666666666666666,0.3518518518518518,20,9,19,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-40.87176170470546,True,False,-2.766805094676981,0.4681547456622496,98.05600633202764,Indiana Fever,False,-1,Early Season
18,2025-07-06,Connecticut Sun,away,86,68,True,18,Phase 1: Rocky Start,1,False,9-9,0.6111111111111112,0.2063492063492063,0.184891706286318,0.25,0.4206349206349206,0.3015873015873015,0.1764112903225806,0.1764705882352941,113.57633386159536,85.68548387096774,27.89084999062761,77.53999999999999,0.6257275902211874,0.4126984126984127,0.3461538461538461,0.6923076923076923,0.6176470588235294,1.5,0.5116279069767442,0.313953488372093,0.1046511627906976,44,27,9,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,31.002970835989967,True,False,1.9390314038018808,0.4917854185886973,99.88905818177514,Connecticut Sun,False,1,Early Season
19,2025-07-08,New York Liberty,away,78,87,False,-9,Phase 1: Rocky Start,1,False,9-10,0.4672131147540984,0.3934426229508196,0.1986097318768619,0.21875,0.4785714285714286,0.3714285714285714,0.1105108055009823,0.2647058823529412,96.8222442899702,106.82711198428292,-10.004867694312722,81.0,0.5449972051425377,0.4262295081967213,0.2692307692307692,0.875,0.52,0.8125,0.4102564102564102,0.2692307692307692,0.2692307692307692,32,21,21,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-6.892746848950367,False,False,-6.265824819520327,0.4837994701109455,98.53190781987645,New York Liberty,False,-1,Early Season
20,2025-07-10,Washington Mystics,away,68,70,False,-2,Phase 1: Rocky Start,1,False,9-11,0.4014084507042254,0.1971830985915492,0.1355347461803844,0.1944444444444444,0.4516129032258064,0.2741935483870967,0.2013085052843482,0.2,83.78511582060129,88.07247106190236,-4.287355241301071,80.32,0.4406428201140487,0.352112676056338,0.12,0.7857142857142857,0.4444444444444444,1.0909090909090908,0.5588235294117647,0.1323529411764706,0.1617647058823529,38,9,11,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-1.1752343959387161,False,True,-5.103627130720504,0.45499025116088154,93.80859972105675,Washington Mystics,False,-2,Early Season
21,2025-07-12,Golden State Valkyries,home,104,102,True,2,Phase 1: Rocky Start,1,False,10-11,0.5967741935483871,0.5645161290322581,0.1147959183673469,0.2962962962962963,0.6029411764705882,0.3529411764705882,0.1256913021618904,0.2903225806451613,132.6530612244898,128.2051282051282,4.447933019361585,78.98,0.6718346253229973,0.3387096774193548,0.2857142857142857,0.8571428571428571,0.6176470588235294,2.333333333333333,0.4615384615384615,0.173076923076923,0.2884615384615384,48,18,30,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,7.56005386472394,False,True,-5.187464495138483,0.47267842320389225,98.92156790680122,Golden State Valkyries,True,1,Mid Season
22,2025-07-16,Dallas Wings,away,90,86,True,4,Phase 1: Rocky Start,1,False,11-11,0.5140845070422535,0.3661971830985915,0.1735307727903748,0.2682926829268293,0.4588235294117647,0.1294117647058823,0.119773519163763,0.2368421052631578,104.1184636742249,93.6411149825784,10.477348691646512,89.14,0.5458515283842795,0.2112676056338028,0.3333333333333333,0.6538461538461539,0.6764705882352942,1.5333333333333334,0.4888888888888889,0.1666666666666666,0.1888888888888888,44,15,17,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,13.589469537008867,False,True,5.704781753204382,0.518118275432015,106.1910437741763,Dallas Wings,False,2,Mid Season
23,2025-07-22,Atlanta Dream,home,87,72,True,15,Phase 1: Rocky Start,1,False,12-11,0.4927536231884058,0.3043478260869565,0.1305792972459639,0.1666666666666666,0.4538461538461538,0.2615384615384615,0.2222742161909218,0.1714285714285714,103.27635327635328,84.23022929340196,19.046123982951315,84.86,0.5559815950920246,0.2898550724637681,0.3,0.9047619047619048,0.6451612903225806,1.818181818181818,0.3218390804597701,0.2068965517241379,0.2183908045977011,28,18,19,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,22.15824482831367,True,False,3.935836551669123,0.49444677784747404,104.1310476571279,Atlanta Dream,True,3,Mid Season
24,2025-07-24,Indiana Fever,away,70,80,False,-10,Phase 1: Rocky Start,1,False,12-12,0.417910447761194,0.2537313432835821,0.1761449421238047,0.2571428571428571,0.4859154929577465,0.1971830985915492,0.1621756487025948,0.2631578947368421,88.07247106190236,99.80039920159682,-11.727928139694455,79.82,0.4699248120300752,0.2238805970149253,0.1333333333333333,0.8235294117647058,0.4444444444444444,0.8571428571428571,0.5428571428571428,0.0857142857142857,0.2,38,6,14,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-8.6158072943321,False,False,3.591224462592776,0.48458624444889314,102.38109301151432,Indiana Fever,False,-1,Mid Season
25,2025-07-25,Minnesota Lynx,away,78,109,False,-31,Phase 1: Rocky Start,1,False,12-13,0.4366197183098591,0.323943661971831,0.0778008298755186,0.217391304347826,0.6176470588235294,0.5588235294117647,0.120889748549323,0.375,101.14107883817428,131.7698259187621,-30.628747080587843,79.92,0.4807692307692307,0.3661971830985915,0.3076923076923077,0.6956521739130435,0.5555555555555556,2.5,0.3846153846153846,0.3076923076923077,0.2051282051282051,30,24,16,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-27.516626235225488,True,False,-1.677053905264578,0.49162849797001995,105.85228561502893,Minnesota Lynx,False,-2,Mid Season
26,2025-07-27,Dallas Wings,away,106,80,True,26,Phase 1: Rocky Start,1,False,13-13,0.5878378378378378,0.3243243243243243,0.1196744853997127,0.3142857142857143,0.4050632911392405,0.2658227848101265,0.1290473955889254,0.35,126.85495452369555,93.85265133740027,33.002303186295265,84.4,0.6267738883632923,0.4864864864864865,0.4166666666666667,0.7916666666666666,0.8333333333333334,3.0,0.320754716981132,0.4245283018867924,0.1792452830188679,34,45,19,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,36.11442403165762,True,False,4.033820128122158,0.4898412268279101,104.69266427487007,Dallas Wings,False,1,Mid Season
27,2025-07-29,Los Angeles Sparks,away,89,74,True,15,Phase 1: Rocky Start,1,False,14-13,0.5192307692307693,0.1025641025641025,0.1575375666505089,0.3157894736842105,0.4057971014492754,0.2753623188405797,0.2150294250792213,0.25,107.85264178381,83.74830239927569,24.104339384534317,85.44,0.5458783120706575,0.4102564102564102,0.28125,1.0,0.6944444444444444,1.9230769230769231,0.4943820224719101,0.3033707865168539,0.0898876404494382,44,27,8,1,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,27.216460229896672,True,False,6.759218266699719,0.4908704792656132,105.43949989678708,Los Angeles Sparks,False,2,Mid Season
28,2025-08-02,Minnesota Lynx,home,58,111,False,-53,Phase 1: Rocky Start,1,False,14-14,0.4029850746268656,0.1194029850746268,0.1840039254170755,0.1025641025641025,0.7112676056338029,0.1971830985915492,0.1296008294453084,0.3571428571428571,71.14818449460255,143.8569206842924,-72.70873618968984,79.34,0.4112308564946115,0.3880597014925373,0.3076923076923077,0.5,0.782608695652174,1.2,0.4827586206896552,0.4137931034482758,0.0689655172413793,28,24,4,0,0.4777188328912466,0.5,99.97701677775224,103.0891376231146,-3.1121208453623552,-69.59661534432749,True,False,-11.591753767828513,0.4729167695533052,99.01386614043695,Minnesota Lynx,True,-1,Mid Season
29,2025-08-03,Golden State Valkyries,home,101,77,True,24,Phase 2: Winning Streak,2,False,15-14,0.5789473684210527,0.2105263157894736,0.1874062968515742,0.45,0.410958904109589,0.2465753424657534,0.1352813852813852,0.3777777777777777,126.18690654672662,104.16666666666669,22.020239880059947,76.98,0.6081406551059729,0.5263157894736842,0.45,0.8125,0.6857142857142857,1.6,0.2772277227722772,0.5346534653465347,0.1287128712871287,28,54,13,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,5.057463165660792,True,False,-4.842120163877633,0.5051241536852769,106.6367532374018,Golden State Valkyries,True,1,Mid Season
30,2025-08-06,Golden State Valkyries,away,78,72,True,6,Phase 2: Winning Streak,2,False,16-14,0.4916666666666666,0.4166666666666667,0.1733333333333333,0.2903225806451613,0.4285714285714285,0.3015873015873015,0.1725053078556263,0.2903225806451613,104.0,95.54140127388536,8.458598726114644,75.18,0.5492957746478874,0.45,0.1851851851851851,0.76,0.5555555555555556,1.1538461538461535,0.4102564102564102,0.1923076923076923,0.2435897435897435,32,15,19,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-8.50417798828451,False,False,2.975348997462865,0.5161335433566384,107.20853746976695,Golden State Valkyries,False,2,Mid Season
31,2025-08-08,Seattle Storm,home,90,86,True,4,Phase 2: Winning Streak,2,False,17-14,0.5217391304347826,0.3333333333333333,0.1497753369945082,0.3055555555555556,0.5223880597014925,0.3134328358208955,0.0883392226148409,0.1290322580645161,112.33150274588117,108.53104492680464,3.800457819076513,79.68,0.5687563195146612,0.3188405797101449,0.4545454545454545,0.782608695652174,0.6451612903225806,1.6666666666666667,0.3777777777777777,0.3333333333333333,0.2,34,30,18,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-13.162318895322642,False,True,-2.8650200759808855,0.5029138018760274,104.30384711420406,Seattle Storm,True,3,Mid Season
32,2025-08-10,Connecticut Sun,home,94,86,True,8,Phase 2: Winning Streak,2,False,18-14,0.5492957746478874,0.2957746478873239,0.1780626780626781,0.3548387096774194,0.6,0.0285714285714285,0.1502253380070105,0.09375,111.58594491927826,107.66149223835755,3.9244526809207088,82.06,0.5857427716849452,0.352112676056338,0.32,0.7619047619047619,0.6857142857142857,1.6,0.4468085106382978,0.2553191489361702,0.1702127659574468,42,24,16,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-13.038324033478446,False,False,-6.900997416703606,0.5089268029594509,105.05050774129772,Connecticut Sun,True,4,Mid Season
33,2025-08-13,New York Liberty,home,83,77,True,6,Phase 2: Winning Streak,2,False,19-14,0.4615384615384615,0.4307692307692308,0.1363884342607747,0.3684210526315789,0.4921875,0.25,0.144660704892162,0.1935483870967742,113.202400436443,101.2624934245134,11.939907011929606,74.68,0.5367304707708226,0.4461538461538462,0.3448275862068966,0.8214285714285714,0.6,1.5,0.2409638554216867,0.3614457831325301,0.2771084337349397,20,30,23,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-5.022869702469549,False,False,10.028731223620284,0.5206374803417702,113.46135092966581,New York Liberty,True,5,Mid Season
34,2025-08-15,Phoenix Mercury,away,86,83,True,3,Phase 2: Winning Streak,2,False,20-14,0.4848484848484848,0.3939393939393939,0.1439037153322867,0.3428571428571428,0.5294117647058824,0.2058823529411764,0.1515917129863567,0.2058823529411764,112.50654107796964,104.85093481556342,7.655606262406223,77.8,0.5552685950413223,0.2727272727272727,0.2222222222222222,0.8461538461538461,0.7,1.9090909090909087,0.3953488372093023,0.1395348837209302,0.2558139534883721,34,12,22,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-9.307170451992931,False,True,7.155804500089539,0.5018177036272565,110.7252778359144,Phoenix Mercury,False,6,Mid Season
35,2025-08-17,Dallas Wings,home,106,87,True,19,Phase 2: Winning Streak,2,False,21-14,0.6323529411764706,0.3382352941176471,0.0974184120798831,0.1212121212121212,0.5064102564102564,0.1153846153846153,0.1395998138669148,0.25,129.0793960058451,101.20986505351324,27.869530952331843,84.03999999999999,0.6784434203789043,0.5,0.5294117647058824,0.8695652173913043,0.8235294117647058,3.5,0.3018867924528302,0.5094339622641509,0.1886792452830188,32,54,20,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,10.906754237932688,True,False,11.037990945332979,0.5299549585292175,115.74115703708344,Dallas Wings,True,7,Mid Season
36,2025-08-19,Atlanta Dream,home,74,72,True,2,Phase 2: Winning Streak,2,False,22-14,0.5078125,0.171875,0.1784733662822624,0.3103448275862069,0.4615384615384615,0.2153846153846154,0.1385809312638581,0.28125,101.5925315760571,99.77827050997784,1.8142610660792684,72.5,0.537478210342824,0.3125,0.35,0.8181818181818182,0.6896551724137931,1.5384615384615383,0.4054054054054054,0.2837837837837837,0.1216216216216216,30,21,9,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-15.148515648319886,False,True,10.64075159473353,0.5271696324422608,113.59336280311861,Atlanta Dream,True,8,Late Season
37,2025-08-21,Phoenix Mercury,home,83,61,True,22,Phase 2: Winning Streak,2,False,23-14,0.5068493150684932,0.136986301369863,0.053050397877984,0.1666666666666666,0.352112676056338,0.1830985915492957,0.1694473409801877,0.2954545454545454,110.07957559681697,79.50990615224191,30.56966944457505,76.06,0.5361757105943152,0.3013698630136986,0.2727272727272727,0.9,0.5294117647058824,4.5,0.4819277108433735,0.216867469879518,0.108433734939759,40,18,9,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,13.606892730175897,True,False,15.969794947464399,0.518680340526382,113.29208893862635,Phoenix Mercury,True,9,Late Season
38,2025-08-23,Washington Mystics,away,91,81,True,10,Phase 2: Winning Streak,2,False,24-14,0.6,0.2307692307692307,0.1399491094147582,0.1333333333333333,0.4615384615384615,0.4307692307692308,0.1475651746187899,0.2105263157894736,115.7760814249364,99.60649286768324,16.169588557253164,79.96,0.6354748603351956,0.3076923076923077,0.5,0.8666666666666667,0.7941176470588235,2.4545454545454546,0.2857142857142857,0.3296703296703296,0.1428571428571428,26,30,13,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-0.7931881571459911,False,False,16.815731256529112,0.5463726482186897,113.80682513632503,Washington Mystics,False,10,Late Season
39,2025-08-25,Chicago Sky,away,79,74,True,5,Phase 2: Winning Streak,2,False,25-14,0.5298507462686567,0.1492537313432835,0.1511335012594458,0.1111111111111111,0.4230769230769231,0.3538461538461538,0.2165543792107795,0.3333333333333333,99.49622166246851,89.0279114533205,10.468310209148015,81.26,0.5532212885154061,0.3432835820895522,0.4782608695652174,0.8,0.6666666666666666,1.6666666666666667,0.3291139240506329,0.4177215189873418,0.1012658227848101,26,33,8,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-6.49446650525114,False,True,17.37827204587747,0.555373100502724,111.2047612532248,Chicago Sky,False,11,Late Season
40,2025-08-27,Atlanta Dream,away,81,75,True,6,Phase 2: Winning Streak,2,False,26-14,0.5373134328358209,0.1641791044776119,0.0947995666305525,0.1428571428571428,0.4266666666666667,0.1733333333333333,0.1173096976016684,0.325,109.69664138678225,97.75808133472368,11.938560052058564,75.28,0.5637527839643652,0.3134328358208955,0.3809523809523809,0.8181818181818182,0.8125,3.7142857142857135,0.4691358024691358,0.2962962962962963,0.1111111111111111,38,24,9,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-5.02421666234059,False,False,14.192077865822814,0.5363651988345942,107.32821032941224,Atlanta Dream,False,12,Late Season
41,2025-09-04,Minnesota Lynx,home,97,87,True,10,Phase 2: Winning Streak,2,False,27-14,0.6304347826086957,0.1594202898550724,0.1377755511022044,0.1785714285714285,0.6044776119402985,0.1641791044776119,0.15220700152207,0.1724137931034483,121.4929859719439,110.35007610350075,11.14290986844314,79.34,0.6568255687973997,0.3478260869565217,0.4583333333333333,0.9090909090909092,0.6578947368421053,2.272727272727273,0.4123711340206185,0.3402061855670103,0.1030927835051546,40,33,10,1,0.5545871559633028,0.4683195592286501,114.4286636539703,97.46588693957116,16.962776714399155,-5.819866845956016,False,False,16.057807626295588,0.5608896553563333,111.3083012085896,Minnesota Lynx,True,13,Late Season
