game_id,season,season_type,game_date,game_date_time,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,team_home_away,team_score,team_winner,assists,blocks,defensive_rebounds,fast_break_points,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,largest_lead,offensive_rebounds,points_in_paint,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnover_points,turnovers,opponent_team_id,opponent_team_uid,opponent_team_slug,opponent_team_location,opponent_team_name,opponent_team_abbreviation,opponent_team_display_name,opponent_team_short_display_name,opponent_team_color,opponent_team_alternate_color,opponent_team_logo,opponent_team_score
401736181,2025,2,2025-06-15,2025-06-15 18:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,home,70,False,14,4,27,9,35.9,23,64,0,13,93.8,15,16,4,11,20,6,3,0,32.1,9,28,38,0,22,22,19,11,s:40~l:59~t:11,phoenix-mercury,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3c286e,e56020,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,76
401736175,2025,2,2025-06-13,2025-06-13 22:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,home,88,True,15,4,26,15,41.9,26,62,0,12,92.9,26,28,10,10,30,10,0,1,34.5,10,29,36,1,18,23,18,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,002b5c,c4d600,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,84
401736171,2025,2,2025-06-11,2025-06-11 22:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,home,89,False,12,4,19,14,37.5,27,72,0,24,89.7,26,29,7,9,32,8,0,2,25.7,9,35,28,2,9,14,9,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,97
401736163,2025,2,2025-06-07,2025-06-07 15:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,away,68,False,11,2,24,6,35.5,22,62,0,14,72.0,18,25,0,7,26,5,0,0,24.0,6,25,31,0,13,10,13,129689,s:40~l:59~t:129689,golden-state-valkyries,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,b38fcf,000000,https://a.espncdn.com/i/teamlogos/wnba/500/gs.png,95
401736154,2025,2,2025-06-01,2025-06-01 18:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,away,75,True,17,4,25,10,42.2,27,64,0,17,78.6,11,14,17,6,24,11,3,0,40.0,10,25,31,0,18,18,15,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,2c5235,fee11a,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,70
401736148,2025,2,2025-05-30,2025-05-30 22:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,home,96,True,22,7,24,12,45.7,32,70,0,16,87.0,20,23,24,6,32,12,1,0,48.0,12,25,30,0,11,18,10,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,81
401736137,2025,2,2025-05-25,2025-05-25 18:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,away,82,False,19,8,20,10,43.9,29,66,0,10,75.0,15,20,1,5,38,7,1,0,36.0,9,25,25,0,13,21,12,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,2c5235,fee11a,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,102
401736129,2025,2,2025-05-23,2025-05-23 22:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,home,75,True,15,6,25,10,34.8,24,69,0,18,95.0,19,20,3,7,24,9,2,0,24.2,8,33,32,0,10,8,8,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,002b5c,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,72
401736121,2025,2,2025-05-20,2025-05-20 19:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,away,87,True,16,4,29,4,38.8,26,67,0,18,83.3,25,30,35,12,28,9,2,0,38.5,10,26,41,0,13,10,11,18,s:40~l:59~t:18,connecticut-sun,Connecticut,Sun,CON,Connecticut Sun,Sun,f05023,0a2240,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,62
401736116,2025,2,2025-05-17,2025-05-17 13:00:00-04:00,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,away,78,False,18,2,29,7,34.1,28,82,0,20,84.6,11,13,2,12,32,4,0,1,34.4,11,32,41,1,10,9,10,9,s:40~l:59~t:9,new-york-liberty,New York,Liberty,NY,New York Liberty,Liberty,86cebc,000000,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,92
