team_id,season,season_type,lineup_id,lineup_player_ids,lineup_players,subunit_size,on_players,on_player_count,minutes,off_rtg,def_rtg,net_rtg,team_wowy_params,opponent_wowy_params,note
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Jewell Loyd",2,992.0,111.33333333333333,105.1874678993323,6.145865434001024,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,204319'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,204319'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, A'ja Wilson",2,1058.0,114.46480231436837,101.6859344894027,12.778867824965673,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1628932'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Jackie Young",2,1119.0,113.09141019751952,102.0557332115121,11.035676986007417,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Dana Evans",2,398.0,108.63213811420982,109.93464052287581,-1.3025024086659869,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, A'ja Wilson",2,879.0,113.80103507763083,102.07015526164463,11.7308798159862,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1628932'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, Jackie Young",2,945.0,111.63166397415186,102.63724434876211,8.994419625389753,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, Dana Evans",2,492.0,102.38341968911917,103.00207039337474,-0.6186507042555718,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"A'ja Wilson, Jackie Young",2,1113.0,113.74712643678161,100.18348623853211,13.563640198249502,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"A'ja Wilson, Dana Evans",2,406.0,109.14866581956798,98.50560398505604,10.64306183451194,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jackie Young, Dana Evans",2,398.0,106.1038961038961,101.42671854734111,4.6771775565549945,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, Jewell Loyd, A'ja Wilson",3,747.0,115.11470985155195,103.18860244233379,11.926107409218162,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,204319,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,204319,1628932'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, Jewell Loyd, Jackie Young",3,808.0,113.59345500314663,102.64150943396227,10.95194556918436,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,204319,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,204319,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, Jewell Loyd, Dana Evans",3,257.0,106.6,107.41482965931864,-0.8148296593186473,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,204319,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,204319,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, A'ja Wilson, Jackie Young",3,946.0,115.1219512195122,100.80993520518359,14.312016014328606,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1628932,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, A'ja Wilson, Dana Evans",3,223.0,112.47058823529412,102.5,9.970588235294116,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1628932,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Chelsea Gray, Jackie Young, Dana Evans",3,189.0,113.52112676056338,106.28415300546447,7.2369737550989015,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Jewell Loyd, A'ja Wilson, Jackie Young",3,782.0,115.34460338101431,101.49350649350649,13.851096887507822,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '204319,1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '204319,1628932,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Jewell Loyd, A'ja Wilson, Dana Evans",3,265.0,109.4412331406551,99.81203007518798,9.629203065467124,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '204319,1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '204319,1628932,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"Jewell Loyd, Jackie Young, Dana Evans",3,242.0,106.97674418604652,101.89873417721519,5.078010008831328,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '204319,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '204319,1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",3,"A'ja Wilson, Jackie Young, Dana Evans",3,294.0,111.83745583038869,99.47916666666667,12.35828916372202,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '1628932,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '1628932,1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,"Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young",4,670.0,116.36363636363636,101.67046317388004,14.693173189756322,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '203833,204319,1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '203833,204319,1628932,1629498'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,"Chelsea Gray, Jewell Loyd, A'ja Wilson, Dana Evans",4,142.0,109.38628158844766,104.24028268551237,5.14599890293529,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '203833,204319,1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '203833,204319,1628932,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,"Chelsea Gray, Jewell Loyd, Jackie Young, Dana Evans",4,112.0,111.81818181818181,101.8018018018018,10.016380016380012,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '203833,204319,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '203833,204319,1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,"Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans",4,136.0,115.0197628458498,103.7593984962406,11.26036434960919,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '203833,1628932,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '203833,1628932,1629498,1630389'}",
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,"Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",4,189.0,112.6027397260274,100.26666666666667,12.336073059360729,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '204319,1628932,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '204319,1628932,1629498,1630389'}",
