team_id,season,season_type,lineup_id,lineup_player_ids,lineup_players,subunit_size,on_players,on_player_count,minutes,off_rtg,def_rtg,net_rtg,team_wowy_params,opponent_wowy_params,note
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Chelsea Gray, A'ja Wilson",2,1058.0,114.46480231436837,101.6859344894027,12.778867824965673,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1628932'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Chelsea Gray, Jackie Young",2,1119.0,113.09141019751952,102.0557332115121,11.035676986007417,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1629498'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Chelsea Gray, Dana Evans",2,398.0,108.63213811420982,109.93464052287581,-1.3025024086659869,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Chelsea Gray, Kierstan Bell",2,285.0,108.85608856088561,97.26277372262774,11.593314838257868,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"A'ja Wilson, Jackie Young",2,1113.0,113.74712643678161,100.18348623853211,13.563640198249502,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1629498'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"A'ja Wilson, Dana Evans",2,406.0,109.14866581956798,98.50560398505604,10.64306183451194,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"A'ja Wilson, Kierstan Bell",2,253.0,110.52631578947368,94.3089430894309,16.217372700042787,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Jackie Young, Dana Evans",2,398.0,106.1038961038961,101.42671854734111,4.6771775565549945,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1629498,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Jackie Young, Kierstan Bell",2,292.0,104.60176991150442,94.86725663716814,9.73451327433628,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1629498,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1629498,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",2,"Dana Evans, Kierstan Bell",2,180.0,90.9090909090909,93.02325581395348,-2.1141649048625766,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1630389,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1630389,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, A'ja Wilson, Jackie Young",3,946.0,115.1219512195122,100.80993520518359,14.312016014328606,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1628932,1629498'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, A'ja Wilson, Dana Evans",3,223.0,112.47058823529412,102.5,9.970588235294116,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1628932,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, A'ja Wilson, Kierstan Bell",3,210.0,113.93034825870647,97.77777777777777,16.152570480928702,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1628932,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1628932,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, Jackie Young, Dana Evans",3,189.0,113.52112676056338,106.28415300546447,7.2369737550989015,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1629498,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, Jackie Young, Kierstan Bell",3,237.0,107.12694877505568,97.59299781181619,9.53395096323949,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1629498,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1629498,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Chelsea Gray, Dana Evans, Kierstan Bell",3,44.0,118.07228915662651,83.33333333333333,34.73895582329318,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '203833,1630389,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '203833,1630389,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"A'ja Wilson, Jackie Young, Dana Evans",3,294.0,111.83745583038869,99.47916666666667,12.35828916372202,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '1628932,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '1628932,1629498,1630389'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"A'ja Wilson, Jackie Young, Kierstan Bell",3,236.0,111.86813186813187,94.72527472527473,17.14285714285714,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '1628932,1629498,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '1628932,1629498,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"A'ja Wilson, Dana Evans, Kierstan Bell",3,50.0,102.85714285714286,71.2871287128713,31.570014144271568,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '1628932,1630389,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '1628932,1630389,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",3,"Jackie Young, Dana Evans, Kierstan Bell",3,62.0,100.0,80.0,20.0,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly3OnFloor': '1629498,1630389,1631006'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly3OnFloor': '1629498,1630389,1631006'}",
1611661319,2025,Regular Season,203833-1628932-1629498-1630389-1631006,"203833,1628932,1629498,1630389,1631006","Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans, Kierstan Bell",4,"Chelsea Gray, A'ja Wilson, Jackie Young, Dana Evans",4,136.0,115.0197628458498,103.7593984962406,11.26036434960919,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly4OnFloor': '203833,1628932,1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly4OnFloor': '203833,1628932,1629498,1630389'}",
