Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Date,GameId,Opponent,PenaltyAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,FTOffRebounds,Defensive 3 Seconds Violations,PenaltyFg3Pct,OffFTReboundPct,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,PenaltyCorner3FGM,HeaveAttempts,LostBallOutOfBoundsTurnovers,OffLongMidRangeReboundPct,PenaltyCorner3Accuracy,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,Arc3PctBlocked,Transition Take Fouls Drawn,Charge Fouls,Transition Take Fouls,Charge Fouls Drawn,Season,3SecondViolations
40:00,82,82,6,19,2,164,3.0,5,,,,14,26,3.0,4,3.0,10.0,,8,24,,,2.0,20,35,11,34,9,82,,1.0,1.0,1.0,,3,1.0,3,2.0,2.0,10,28,12,27,6.0,,24,8,1.0,14,9,23,6,3.0,2.0,10,2.0,55,2.0,,15,17,2.0,34,2,36,,3,2.0,1.0,8,,8,2,,10,,,8,19,1.0,1.0,9,1.0,,11,1.0,5,1.0,2,1.0,1.0,1.0,,1.0,3,2.0,79,10.0,6,1.0,1.0,0.7,0.7,0.8181818181818182,0.3235294117647059,1.0,0.3235294117647059,0.5714285714285714,,0.3333333333333333,0.5289855072463768,0.75,0.8,0.5540540540540541,0.75,0.8333333333333334,0.4927536231884058,0.02857142857142857,,0.038461538461538464,0.8,1.0,0.8947368421052632,,0.9375,0.09523809523809523,0.9142857142857143,0.05555555555555555,,0.07142857142857142,0.14285714285714285,,1.0,0.75,0.9230769230769231,1.0,,98.4,0.6666666666666666,14.865853658536585,14.402439024390244,14.707317073170731,14.292682926829269,0.07246376811594203,0.6,0.6,0.6666666666666666,0.37681159420289856,0.5384615384615384,0.56,0.7142857142857143,0.057971014492753624,0.75,0.75,0.6666666666666666,0.14492753623188406,0.3,0.3,1.0,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,0.4,0.5652173913043478,0.3333333333333333,0.4784376811594203,,0.44932999999999995,0.0684931506849315,0.1282051282051282,0.036585365853658534,0.12195121951219512,7.517142857142858,24.820588235294117,0.07317073170731707,2024-06-15,1022400077,NYL,,1.0,1.0,2.0,2.0,,,1.0,,,0.5,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,2024,
40:00,82,82,25,41,3,164,2.0,3,,,,23,36,2.0,4,4.0,5.0,1.0,4,15,1.0,1.0,2.0,27,43,8,20,16,94,2.0,2.0,1.0,1.0,,7,10.0,16,3.0,3.0,26,36,18,21,3.0,2.0,15,4,1.0,18,7,25,3,4.0,1.0,16,1.0,57,2.0,1.0,8,19,1.0,28,3,31,,11,10.0,1.0,11,1.0,10,4,1.0,15,,6.0,10,19,2.0,,16,1.0,2.0,21,3.0,8,2.0,4,,,,,4.0,4,2.0,87,26.0,25,,1.0,0.6666666666666666,0.6923076923076923,0.875,0.4,1.0,0.4,0.627906976744186,1.0,0.625,0.6190476190476191,1.1666666666666667,0.6052631578947368,0.6549295774647887,1.1666666666666667,0.625,0.31746031746031744,0.023255813953488372,,0.027777777777777776,0.7333333333333333,1.0,0.7037037037037037,0.0625,0.7272727272727273,0.18181818181818182,0.7105263157894737,0.1111111111111111,0.07692307692307693,0.2,,0.5,0.631578947368421,1.0,0.875,0.3333333333333333,,98.4,0.5,14.817073170731707,14.451219512195122,14.634146341463415,13.414634146341463,0.047619047619047616,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,0.6388888888888888,0.6571428571428571,0.6956521739130435,0.06349206349206349,0.5,0.5,0.5,0.07936507936507936,0.8,0.8,1.0,0.23809523809523808,0.26666666666666666,0.26666666666666666,0.75,,,0.3333333333333333,1.0,,,0.05263157894736842,0.10526315789473684,0.36507936507936506,0.26666666666666666,0.4518,0.273,0.36882631578947367,0.13043478260869565,0.16666666666666666,0.07446808510638298,0.2765957446808511,6.732558139534884,24.884999999999998,0.3048780487804878,2024-06-19,1022400086,SEA,,,,1.0,1.0,,,0.3333333333333333,,,,,,,0.5,,,,,,,,1.0,,0.047619047619047616,,,,,,,2.0,,,1.0,,,,2024,
40:00,79,79,10,19,9,158,7.0,7,2.0,2.0,2.0,16,31,2.0,3,2.0,6.0,2.0,4,18,,2.0,2.0,25,41,6,24,17,85,5.0,6.0,,2.0,3.0,13,5.0,6,4.0,3.0,13,22,28,15,3.0,2.0,18,4,1.0,11,5,16,3,2.0,4.0,6,1.0,37,6.0,3.0,7,24,3.0,34,10,44,,6,6.0,,8,2.0,6,5,2.0,13,,2.0,12,17,,2.0,16,,2.0,23,2.0,10,1.0,3,,,1.0,,2.0,3,3.0,72,13.0,10,1.0,1.0,0.44,0.4583333333333333,0.8333333333333334,0.25,,0.25,0.6097560975609756,0.8333333333333334,0.8333333333333334,0.5230769230769231,0.625,0.5,0.5666666666666667,0.65,0.5,0.36923076923076925,0.024390243902439025,,0.03225806451612903,0.6153846153846154,1.0,0.8571428571428571,0.1875,1.0,0.3333333333333333,0.8857142857142857,0.2647058823529412,0.2,0.2857142857142857,0.5,1.0,0.75,1.0,1.0,1.0,,94.8,1.0,15.189873417721518,15.189873417721518,14.481012658227849,15.050632911392405,0.1076923076923077,1.0,1.0,0.5714285714285714,0.47692307692307695,0.5161290322580645,0.5333333333333333,0.375,0.046153846153846156,0.6666666666666666,0.6666666666666666,0.5,0.09230769230769231,0.3333333333333333,0.3333333333333333,1.0,0.27692307692307694,0.2222222222222222,0.2222222222222222,0.75,0.25,1.0,0.25,,,0.2,0.2,0.2,0.47692307692307695,0.2222222222222222,0.48327384615384616,0.7482,0.49502499999999994,0.14864864864864866,0.20408163265306123,0.15294117647058825,0.15294117647058825,7.570731707317073,24.375,0.12658227848101267,2024-06-21,1022400090,CON,2.0,,,,,1.0,,,0.25,,,,,1.0,,,,,,,,,1.0,,0.04,,,,,,,,,,,,,,2024,
40:00,81,81,11,15,7,162,13.0,19,2.0,3.0,1.0,7,14,4.0,8,2.0,7.0,,7,18,,,2.0,24,41,9,25,20,95,2.0,4.0,,1.0,2.0,6,1.0,3,2.0,8.0,10,26,22,21,6.0,4.0,18,7,3.0,13,7,20,5,2.0,9.0,2,2.0,47,3.0,2.0,8,25,1.0,34,7,41,1.0,5,5.0,,6,,3,3,3.0,9,,2.0,7,15,1.0,2.0,20,1.0,,27,3.0,12,3.0,11,,,7.0,,4.0,11,7.0,89,10.0,11,,3.0,0.5416666666666666,0.5909090909090909,0.7777777777777778,0.36,,0.36,0.5853658536585366,0.5,0.3333333333333333,0.5681818181818182,0.4,0.2,0.6089743589743589,0.5,0.5,0.3787878787878788,0.07317073170731707,0.10526315789473684,0.07142857142857142,0.6666666666666666,1.0,0.7575757575757576,0.11764705882352941,0.7272727272727273,0.1875,0.75,0.15151515151515152,,0.2727272727272727,,0.625,0.9166666666666666,0.8,0.6666666666666666,1.0,0.03333333333333333,97.2,0.6363636363636364,15.024691358024691,14.604938271604938,14.654320987654321,14.11111111111111,0.2878787878787879,0.6842105263157895,0.7647058823529411,0.6923076923076923,0.21212121212121213,0.5,0.5384615384615384,0.2857142857142857,0.12121212121212122,0.5,0.5,0.5,0.10606060606060606,0.2857142857142857,0.2857142857142857,1.0,0.2727272727272727,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.6,0.6666666666666666,,,,0.2,,0.4,0.6666666666666666,0.3888888888888889,0.5286765151515151,0.6598375,0.45372,0.16,0.24,0.06315789473684211,0.10526315789473684,7.024390243902439,24.092,0.13580246913580246,2024-06-27,1022400100,CHI,,,1.0,,,2.0,1.0,,0.6666666666666666,0.16666666666666666,0.2,,,,,,,1.0,0.25,,,,,,,,,,,,,,,,,,,,2024,
40:00,78,78,36,16,8,156,8.0,11,1.0,2.0,6.0,9,21,4.0,6,4.0,10.0,1.0,5,15,,1.0,7.0,21,38,9,25,19,88,2.0,4.0,,2.0,2.0,6,11.0,19,8.0,14.0,39,22,20,27,,2.0,15,5,3.0,11,9,20,5,4.0,5.0,4,2.0,49,4.0,5.0,10,21,,31,9,40,,3,2.0,1.0,6,3.0,5,7,1.0,13,2.0,6.0,6,17,1.0,,25,3.0,1.0,24,,4,5.0,4,,,1.0,,3.0,4,4.0,82,39.0,36,,5.0,0.5238095238095238,0.55,1.0,0.36,,0.36,0.5526315789473685,0.5,0.5789473684210527,0.5476190476190477,0.3333333333333333,0.46296296296296297,0.5945945945945946,0.42857142857142855,0.5571428571428572,0.3968253968253968,0.07894736842105263,,0.14285714285714285,0.46153846153846156,,0.875,0.29411764705882354,0.7692307692307693,0.26666666666666666,0.8378378378378378,0.28125,0.25,0.3333333333333333,0.16666666666666666,1.0,0.8181818181818182,0.875,0.7692307692307693,,,93.6,1.0,15.679487179487179,15.08974358974359,15.179487179487179,14.666666666666666,0.1746031746031746,0.7272727272727273,0.7272727272727273,0.625,0.3333333333333333,0.42857142857142855,0.5,0.4444444444444444,0.09523809523809523,0.6666666666666666,0.6666666666666666,0.5,0.15873015873015872,0.4,0.4,1.0,0.23809523809523808,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5,0.16666666666666666,,,0.2222222222222222,0.037037037037037035,0.25925925925925924,0.5714285714285714,0.3333333333333333,0.4947427419354839,0.4590125,0.4670365384615385,0.08695652173913043,0.09523809523809523,0.06818181818181818,0.4431818181818182,8.310526315789474,24.34,0.46153846153846156,2024-06-29,1022400104,WAS,4.0,,1.0,1.0,1.0,,,0.125,,0.3333333333333333,0.16666666666666666,,,0.6666666666666666,0.14285714285714285,,,,0.5,,1.0,,2.0,,0.07407407407407407,,,,,,,,,,,2.0,,,2024,
40:00,79,80,18,13,7,159,2.0,2,,,1.0,15,30,6.0,14,4.0,10.0,2.0,5,15,2.0,3.0,2.0,23,46,9,25,15,88,3.0,5.0,2.0,3.0,,12,5.0,8,4.0,6.0,22,32,14,24,3.0,2.0,15,5,4.0,16,8,24,5,3.0,2.0,9,5.0,56,1.0,8.0,12,18,3.0,33,9,42,,7,5.0,2.0,5,1.0,5,5,,10,1.0,3.0,6,15,,2.0,18,,2.0,17,2.0,7,1.0,7,,,,,7.0,7,4.0,76,22.0,18,,1.0,0.6956521739130435,0.7272727272727273,0.8888888888888888,0.36,0.6666666666666666,0.36,0.5,0.6,0.625,0.5140845070422535,0.75,0.6666666666666666,0.5641025641025641,0.75,0.7333333333333333,0.352112676056338,0.08695652173913043,,0.13333333333333333,0.5,0.75,0.6206896551724138,0.34782608695652173,0.631578947368421,0.0625,0.625,0.23076923076923078,0.4,0.1,,,0.7,0.6666666666666666,0.5882352941176471,1.0,,95.4,0.5714285714285714,14.075949367088608,16.1,13.240506329113924,14.85,0.028169014084507043,1.0,1.0,1.0,0.4225352112676056,0.5,0.5769230769230769,0.6,0.19718309859154928,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.14084507042253522,0.4,0.4,0.75,0.2112676056338028,0.3333333333333333,0.3333333333333333,1.0,,,0.375,0.6666666666666666,1.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.38028169014084506,0.3333333333333333,0.47254577464788733,0.44005714285714287,0.48208333333333336,0.1038961038961039,0.13725490196078433,0.13636363636363635,0.25,9.76086956521739,24.695999999999998,0.22784810126582278,2024-07-02,1022400113,IND,1.0,,,,2.0,,,0.5,,,,,,1.0,,2.0,,,0.25,1.0,2.0,,1.0,,0.038461538461538464,,,,,,,,,,,,1.0,,2024,
40:00,84,85,6,21,5,169,1.0,1,,,1.0,22,35,4.0,5,3.0,6.0,,8,17,,1.0,,27,41,11,23,11,98,2.0,2.0,,2.0,1.0,5,2.0,3,,2.0,6,40,14,33,,4.0,17,8,4.0,20,11,31,8,3.0,,17,3.0,73,1.0,4.0,9,22,3.0,34,5,39,,8,7.0,1.0,8,4.0,6,11,2.0,19,1.0,1.0,7,20,2.0,3.0,9,1.0,2.0,11,,4,1.0,3,,,,,3.0,3,1.0,93,6.0,6,3.0,1.0,0.7407407407407407,0.8,1.0,0.4782608695652174,,0.4782608695652174,0.6585365853658537,1.0,0.6666666666666666,0.6796875,0.5,0.6666666666666666,0.7028985507246377,0.5,0.75,0.359375,0.0975609756097561,,0.11428571428571428,0.42105263157894735,1.0,0.7586206896551724,0.2857142857142857,0.6923076923076923,0.08333333333333333,0.7380952380952381,0.19230769230769232,0.3076923076923077,0.1111111111111111,,,0.85,0.5555555555555556,0.75,,,101.4,0.3333333333333333,13.297619047619047,15.094117647058823,12.988095238095237,14.647058823529411,0.015625,1.0,1.0,,0.546875,0.6285714285714286,0.7096774193548387,0.7727272727272727,0.078125,0.8,0.8,0.75,0.09375,0.5,0.5,1.0,0.265625,0.47058823529411764,0.47058823529411764,1.0,,,0.25,,,0.3333333333333333,,,0.375,0.47058823529411764,0.499015625,0.5503,0.5274,0.058823529411764705,0.08888888888888889,0.05102040816326531,0.061224489795918366,7.748780487804877,24.721739130434784,0.07142857142857142,2024-07-04,1022400117,WAS,1.0,,1.0,,,,,,,,0.25,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,2024,
45:00,84,84,20,30,3,168,9.0,10,,1.0,2.0,11,23,3.0,10,1.0,3.0,2.0,8,21,1.0,1.0,6.0,23,43,9,24,20,93,1.0,3.0,1.0,1.0,,5,5.0,7,8.0,6.0,22,36,10,18,9.0,,21,8,3.0,18,6,24,5,1.0,8.0,9,1.0,54,3.0,1.0,11,24,6.0,41,4,45,1.0,1,,1.0,6,1.0,2,6,4.0,12,,3.0,9,29,8.0,3.0,16,1.0,,22,2.0,7,3.0,8,,,3.0,,5.0,8,7.0,88,22.0,20,6.0,3.0,0.782608695652174,0.782608695652174,0.6666666666666666,0.375,1.0,0.375,0.5348837209302325,0.3333333333333333,0.7142857142857143,0.5447761194029851,0.625,0.5333333333333333,0.6052631578947368,0.625,0.6111111111111112,0.3582089552238806,0.06976744186046512,,0.08695652173913043,0.5,0.8571428571428571,0.7058823529411765,0.05,0.5789473684210527,0.2,0.660377358490566,0.11428571428571428,0.08333333333333333,0.23076923076923078,,0.625,0.7,0.8333333333333334,0.6153846153846154,0.5,0.03125,89.6,0.875,14.321428571428571,17.821428571428573,13.976190476190476,16.11904761904762,0.14925373134328357,0.9,0.9,0.8888888888888888,0.34328358208955223,0.4782608695652174,0.5238095238095238,0.8181818181818182,0.14925373134328357,0.3,0.3333333333333333,0.3333333333333333,0.04477611940298507,0.3333333333333333,0.3333333333333333,1.0,0.31343283582089554,0.38095238095238093,0.38095238095238093,0.625,0.25,,0.25,1.0,1.0,0.13333333333333333,0.13333333333333333,0.4,0.5074626865671642,0.38095238095238093,0.45454925373134325,0.374,0.47583000000000003,0.1095890410958904,0.14583333333333334,0.053763440860215055,0.23655913978494625,8.523255813953488,25.15416666666667,0.23809523809523808,2024-07-05,1022400119,LAS,1.0,,,2.0,2.0,,,0.25,,,,,,0.5,0.3333333333333333,,,1.0,,,,,1.0,,0.04,,,,0.1,,,1.0,,,,,,,2024,
40:00,86,84,18,12,11,170,5.0,6,,,1.0,14,30,4.0,9,4.0,11.0,2.0,10,25,3.0,6.0,6.0,23,45,14,36,16,104,2.0,4.0,3.0,6.0,1.0,14,2.0,12,8.0,4.0,14,20,26,39,3.0,2.0,25,10,4.0,10,13,23,9,4.0,2.0,6,2.0,59,5.0,7.0,13,19,1.0,33,12,45,3.0,6,5.0,1.0,6,,4,3,2.0,9,2.0,1.0,6,14,,1.0,18,,3.0,19,5.0,10,2.0,6,,,2.0,,4.0,6,3.0,90,14.0,18,,2.0,0.43478260869565216,0.45454545454545453,0.9285714285714286,0.3888888888888889,0.5,0.3888888888888889,0.5111111111111111,0.5,0.16666666666666666,0.5432098765432098,0.65,0.25,0.5909090909090909,0.7,0.3181818181818182,0.4444444444444444,0.08888888888888889,,0.13333333333333333,0.6666666666666666,0.5,0.7037037037037037,0.3181818181818182,0.9285714285714286,0.23809523809523808,0.7804878048780488,0.27906976744186046,0.375,0.07142857142857142,0.5714285714285714,0.6666666666666666,0.7058823529411765,0.7142857142857143,1.0,0.6666666666666666,0.07692307692307693,102.0,0.5,14.290697674418604,13.94047619047619,13.674418604651162,13.702380952380953,0.07407407407407407,0.8333333333333334,0.8333333333333334,0.4,0.37037037037037035,0.4666666666666667,0.5384615384615384,0.42857142857142855,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.5,0.13580246913580246,0.36363636363636365,0.36363636363636365,1.0,0.30864197530864196,0.4,0.4,0.9,,,0.6,0.5,0.6666666666666666,0.05,0.1,0.3,0.5185185185185185,0.4,0.4847,0.5182599999999999,0.449415,0.11627906976744186,0.2,0.1346153846153846,0.1346153846153846,8.266666666666667,24.822222222222223,0.20930232558139536,2024-07-07,1022400124,DAL,,,,2.0,2.0,,1.0,0.25,,1.0,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,,,,,,,2024,
40:00,84,84,9,14,5,168,11.0,17,,2.0,,7,18,7.0,12,1.0,4.0,,4,19,,1.0,2.0,25,47,5,23,19,84,2.0,4.0,,1.0,,4,3.0,4,2.0,4.0,10,32,18,15,,,19,4,1.0,16,5,21,4,1.0,6.0,4,6.0,47,3.0,2.0,8,26,1.0,35,5,40,2.0,7,7.0,,4,4.0,2,6,2.0,10,,1.0,8,14,,,14,,1.0,20,1.0,9,1.0,5,,,3.0,,2.0,5,4.0,80,10.0,9,1.0,1.0,0.64,0.64,1.0,0.21739130434782608,,0.21739130434782608,0.5319148936170213,0.5,0.75,0.4642857142857143,0.4,0.5,0.5253164556962026,0.4,0.625,0.32857142857142857,0.02127659574468085,0.058823529411764705,,0.4,0.5,0.8125,0.09090909090909091,0.6153846153846154,0.17647058823529413,0.7555555555555555,0.1282051282051282,,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.9411764705882353,0.6666666666666666,0.7272727272727273,,0.05263157894736842,100.8,0.8,14.130952380952381,14.44047619047619,13.821428571428571,13.369047619047619,0.24285714285714285,0.6470588235294118,0.6875,0.5454545454545454,0.2571428571428571,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.17142857142857143,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.05714285714285714,0.25,0.25,1.0,0.2714285714285714,0.21052631578947367,0.21052631578947367,1.0,0.4,,0.2,,,,,0.3333333333333333,0.5714285714285714,0.21052631578947367,0.4932735714285714,0.5208833333333334,0.4105083333333333,0.11538461538461539,0.16363636363636364,0.047619047619047616,0.11904761904761904,8.85531914893617,24.52173913043478,0.10714285714285714,2024-07-10,1022400131,SEA,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,2024,
40:00,85,85,10,16,3,170,6.0,15,1.0,2.0,1.0,5,14,6.0,12,1.0,5.0,,11,24,,,3.0,17,41,12,29,14,84,1.0,3.0,,,,2,3.0,4,3.0,,6,24,10,30,6.0,,24,11,4.0,12,10,22,9,1.0,4.0,3,5.0,54,1.0,2.0,12,22,2.0,36,3,39,1.0,8,5.0,3.0,4,,2,6,2.0,10,,3.0,8,14,,3.0,14,1.0,,17,1.0,9,,7,,,3.0,,4.0,7,4.0,82,6.0,10,,,0.7058823529411765,0.7058823529411765,0.8333333333333334,0.41379310344827586,,0.41379310344827586,0.4146341463414634,0.3333333333333333,0.75,0.5,0.3333333333333333,0.42857142857142855,0.5384615384615384,0.3333333333333333,0.42857142857142855,0.4142857142857143,0.0975609756097561,0.2,0.07142857142857142,0.4,0.6666666666666666,0.7096774193548387,0.08695652173913043,0.8,0.058823529411764705,0.7391304347826086,0.075,,0.07692307692307693,,0.5833333333333334,0.6666666666666666,1.0,0.8,0.8,0.02702702702702703,102.0,0.5714285714285714,13.905882352941177,14.329411764705883,13.670588235294117,13.8,0.21428571428571427,0.4,0.5,0.6666666666666666,0.2,0.35714285714285715,0.38461538461538464,0.6,0.17142857142857143,0.5,0.5,0.8333333333333334,0.07142857142857142,0.2,0.2,1.0,0.34285714285714286,0.4583333333333333,0.4583333333333333,0.8181818181818182,0.6666666666666666,0.5,,,,0.14285714285714285,,0.42857142857142855,0.6285714285714286,0.4583333333333333,0.5058642857142857,0.3772,0.45199285714285714,0.11538461538461539,0.1836734693877551,0.023809523809523808,0.07142857142857142,9.212195121951218,24.886206896551727,0.11764705882352941,2024-07-12,1022400134,ATL,,,,,,,,,,0.25,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2024,
40:00,79,81,19,4,10,160,16.0,21,3.0,3.0,3.0,6,12,4.0,12,5.0,12.0,5.0,3,13,,2.0,4.0,26,45,8,25,13,89,3.0,5.0,1.0,4.0,2.0,11,5.0,10,9.0,5.0,27,32,20,24,,6.0,13,3,3.0,16,8,24,3,5.0,11.0,3,2.0,56,7.0,4.0,7,24,2.0,33,11,44,1.0,7,5.0,2.0,7,1.0,5,5,2.0,12,,1.0,6,13,,3.0,19,1.0,2.0,17,1.0,8,1.0,7,,,4.0,,3.0,7,6.0,78,27.0,19,,1.0,0.6153846153846154,0.6956521739130435,1.0,0.32,0.25,0.32,0.5777777777777777,0.6,0.5,0.5428571428571428,0.5,0.5789473684210527,0.5705128205128205,0.5,0.6136363636363636,0.35714285714285715,0.06666666666666667,0.047619047619047616,0.16666666666666666,0.5833333333333334,1.0,0.8,0.21052631578947367,0.875,0.4117647058823529,0.8157894736842105,0.3055555555555556,0.3333333333333333,0.5,0.2857142857142857,0.8181818181818182,0.8571428571428571,0.6,0.8571428571428571,1.0,0.030303030303030304,96.0,0.8571428571428571,14.987341772151899,15.012345679012345,14.253164556962025,14.45679012345679,0.3,0.7619047619047619,0.8,0.6875,0.17142857142857143,0.5,0.6,0.5,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.5,0.17142857142857143,0.4166666666666667,0.4166666666666667,1.0,0.18571428571428572,0.23076923076923078,0.23076923076923078,1.0,0.3333333333333333,1.0,0.2222222222222222,,,0.15789473684210525,0.2631578947368421,0.21052631578947367,0.6571428571428571,0.23076923076923078,0.5117228571428571,0.41464,0.47320526315789474,0.1038961038961039,0.15384615384615385,0.12359550561797752,0.30337078651685395,7.795555555555556,24.464000000000002,0.24050632911392406,2024-07-14,1022400140,WAS,2.0,1.0,2.0,1.0,4.0,,,0.4444444444444444,,0.2,0.2222222222222222,0.5,1.0,0.6666666666666666,0.25,3.0,,,0.125,0.6,,,,,,,,,,,,,,,,,,,2024,
