team_id,season,season_type,lineup_id,lineup_player_ids,lineup_players,subunit_size,on_players,on_player_count,minutes,off_rtg,def_rtg,net_rtg,team_wowy_params,opponent_wowy_params,note,subunit_player_ids,subunit_key,player1_id,player2_id,pair_key,player1_name,player2_name
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Jewell Loyd",2,992.0,111.33333333333331,105.1874678993323,6.145865434001024,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,204319'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,204319'}",,,,203833,204319,203833|204319,Chelsea Gray,Jewell Loyd
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, A'ja Wilson",2,1058.0,114.46480231436836,101.6859344894027,12.778867824965673,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1628932'}",,,,203833,1628932,203833|1628932,Chelsea Gray,A'ja Wilson
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Jackie Young",2,1119.0,113.09141019751952,102.0557332115121,11.035676986007417,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1629498'}",,,,203833,1629498,203833|1629498,Chelsea Gray,Jackie Young
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Chelsea Gray, Dana Evans",2,398.0,108.63213811420982,109.9346405228758,-1.3025024086659869,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '203833,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '203833,1630389'}",,,,203833,1630389,203833|1630389,Chelsea Gray,Dana Evans
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, A'ja Wilson",2,879.0,113.80103507763084,102.07015526164464,11.7308798159862,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1628932'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1628932'}",,,,204319,1628932,204319|1628932,Jewell Loyd,A'ja Wilson
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, Jackie Young",2,945.0,111.63166397415186,102.63724434876212,8.994419625389753,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1629498'}",,,,204319,1629498,204319|1629498,Jewell Loyd,Jackie Young
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jewell Loyd, Dana Evans",2,492.0,102.38341968911917,103.00207039337474,-0.6186507042555718,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '204319,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '204319,1630389'}",,,,204319,1630389,204319|1630389,Jewell Loyd,Dana Evans
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"A'ja Wilson, Jackie Young",2,1113.0,113.7471264367816,100.18348623853213,13.563640198249502,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1629498'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1629498'}",,,,1628932,1629498,1628932|1629498,A'ja Wilson,Jackie Young
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"A'ja Wilson, Dana Evans",2,406.0,109.14866581956798,98.50560398505604,10.64306183451194,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1628932,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1628932,1630389'}",,,,1628932,1630389,1628932|1630389,A'ja Wilson,Dana Evans
1611661319,2025,Regular Season,203833-204319-1628932-1629498-1630389,"203833,204319,1628932,1629498,1630389","Chelsea Gray, Jewell Loyd, A'ja Wilson, Jackie Young, Dana Evans",2,"Jackie Young, Dana Evans",2,398.0,106.1038961038961,101.42671854734112,4.6771775565549945,"{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Team', '0Exactly2OnFloor': '1629498,1630389'}","{'Season': '2025', 'SeasonType': 'Regular Season', 'TeamId': '1611661319', 'Type': 'Opponent', '0Exactly2OnFloor': '1629498,1630389'}",,,,1629498,1630389,1629498|1630389,Jackie Young,Dana Evans
